小字名,市区町村名,地番,予備名,center_lng,center_lat
字陸別原野西一線,足寄郡陸別町,8-13,,143.719462,43.504918
字陸別原野西一線,足寄郡陸別町,8-14,,143.719216,43.505269
字陸別原野西一線,足寄郡陸別町,道-82,,143.719906,43.504488
字陸別原野西一線,足寄郡陸別町,7-4,,143.720277,43.504158
字陸別原野西一線,足寄郡陸別町,8-5,,143.719386,43.503955
字陸別原野西一線,足寄郡陸別町,8-11,,143.718859,43.504233
字陸別原野西一線,足寄郡陸別町,6-7,,143.718327,43.50158
字陸別原野西一線,足寄郡陸別町,453,,143.71913,43.5012
字陸別原野西一線,足寄郡陸別町,6-6,,143.71986,43.501916
字陸別原野西一線,足寄郡陸別町,4-8,,143.720655,43.501073
字陸別原野西一線,足寄郡陸別町,道-91-1,,143.720618,43.501408
字陸別原野西一線,足寄郡陸別町,7-6,,143.721145,43.502323
字陸別原野西一線,足寄郡陸別町,4-5,,143.720559,43.501261
字陸別原野西一線,足寄郡陸別町,5-4,,143.721006,43.501282
字陸別原野西一線,足寄郡陸別町,水-115-1,,143.721305,43.501359
字陸別原野西一線,足寄郡陸別町,7-1,,143.721394,43.501848
字陸別原野西一線,足寄郡陸別町,長狭物不明-116,,143.721904,43.501855
字陸別原野西一線,足寄郡陸別町,7-2,,143.721792,43.501689
字陸別原野西一線,足寄郡陸別町,水-115-2,,143.72202,43.501452
字陸別原野西一線,足寄郡陸別町,道-90,,143.721281,43.5015
字陸別原野西一線,足寄郡陸別町,7-3,,143.722325,43.501882
字クンネベツ,足寄郡陸別町,2-123,,143.721547,43.504075
字クンネベツ,足寄郡陸別町,2-125,,143.723019,43.50349
字クンネベツ,足寄郡陸別町,長狭物不明-12,,143.720143,43.504582
字陸別原野西一線,足寄郡陸別町,7-5,,143.721277,43.503491
字クンネベツ,足寄郡陸別町,2-103,,143.721262,43.503904
字クンネベツ,足寄郡陸別町,2-5,,143.721283,43.503785
字クンネベツ,足寄郡陸別町,2-78,,143.721014,43.50421
字クンネベツ,足寄郡陸別町,2-94,,143.721,43.50427
字クンネベツ,足寄郡陸別町,2-122,,143.721326,43.504276
字クンネベツ,足寄郡陸別町,2-124,,143.7213,43.504716
字クンネベツ,足寄郡陸別町,2-64,,143.724869,43.503067
字クンネベツ,足寄郡陸別町,2-77,,143.722067,43.503477
字クンネベツ,足寄郡陸別町,2-1,,143.723929,43.502229
字陸別原野分線,足寄郡陸別町,20-29,,143.724499,43.501402
字陸別原野分線,足寄郡陸別町,20-30,,143.724383,43.501317
字クンネベツ,足寄郡陸別町,2-65,,143.724075,43.502664
字陸別原野分線,足寄郡陸別町,道-112,,143.725731,43.502095
字陸別原野分線,足寄郡陸別町,20-20,,143.726607,43.501893
字陸別原野分線,足寄郡陸別町,22-10,,143.726726,43.502491
字陸別原野分線,足寄郡陸別町,22-9,,143.726338,43.503012
字陸別原野分線,足寄郡陸別町,22-16,,143.727058,43.503207
字陸別原野分線,足寄郡陸別町,22-1,,143.726656,43.503575
字陸別原野分線,足寄郡陸別町,22-15,,143.726942,43.503768
字陸別原野分線,足寄郡陸別町,22-8,,143.725278,43.505173
字陸別原野分線,足寄郡陸別町,22-12,,143.725909,43.505441
字陸別原野分線,足寄郡陸別町,22-14,,143.726426,43.505749
字陸別原野分線,足寄郡陸別町,長狭物不明-98-2,,143.726707,43.505671
字陸別原野分線,足寄郡陸別町,81,,143.726312,43.506858
字陸別原野分線,足寄郡陸別町,道-114,,143.726442,43.50727
字陸別原野分線,足寄郡陸別町,長狭物不明-166,,143.727211,43.507528
字陸別原野分線,足寄郡陸別町,22-5,,143.726101,43.50716
字陸別原野分線,足寄郡陸別町,24-17,,143.725024,43.507525
字陸別原野分線,足寄郡陸別町,22-11,,143.725348,43.506378
字陸別原野分線,足寄郡陸別町,22-13,,143.726329,43.505982
字陸別原野分線,足寄郡陸別町,22-2,,143.724523,43.505833
字陸別原野分線,足寄郡陸別町,道-2,,143.719684,43.513714
字陸別原野分線,足寄郡陸別町,24-15,,143.723761,43.507139
字陸別原野分線,足寄郡陸別町,24-5,,143.72281,43.507791
字陸別原野分線,足寄郡陸別町,24-9,,143.723545,43.50743
字陸別原野分線,足寄郡陸別町,道-115-2,,143.723929,43.506912
字陸別原野分線,足寄郡陸別町,24-16,,143.72448,43.507405
字陸別原野分線,足寄郡陸別町,24-18,,143.724192,43.508457
字陸別原野分線,足寄郡陸別町,24-19,,143.722434,43.510408
字陸別原野分線,足寄郡陸別町,24-4,,143.725065,43.508373
字ウリキオナイ,足寄郡陸別町,8-3,,143.725616,43.509064
字ウリキオナイ,足寄郡陸別町,6-47,,143.72656,43.51047
字ウリキオナイ,足寄郡陸別町,6-5,,143.726174,43.510892
字ウリキオナイ,足寄郡陸別町,6-6,,143.726035,43.512285
字ウリキオナイ,足寄郡陸別町,6-4,,143.724945,43.511897
字ウリキオナイ,足寄郡陸別町,6-49,,143.724238,43.513204
字ウリキオナイ,足寄郡陸別町,6-14,,143.722736,43.512942
字陸別原野分線,足寄郡陸別町,道-116,,143.723135,43.511697
字ウリキオナイ,足寄郡陸別町,6-48,,143.724821,43.510531
字陸別原野分線,足寄郡陸別町,23,,143.723363,43.511432
字陸別原野分線,足寄郡陸別町,24-14,,143.723325,43.510388
字陸別原野分線,足寄郡陸別町,長狭物不明-98-1,,143.720191,43.514625
字陸別原野分線,足寄郡陸別町,26-3,,143.721875,43.511516
字陸別原野分線,足寄郡陸別町,道-117-1,,143.722453,43.511405
字陸別原野分線,足寄郡陸別町,26-22,,143.72045,43.512629
字陸別原野分線,足寄郡陸別町,道-117-2,,143.720869,43.510722
字陸別原野分線,足寄郡陸別町,26-33,,143.720565,43.511766
字陸別原野分線,足寄郡陸別町,26-7,,143.720048,43.512437
字陸別原野分線,足寄郡陸別町,長狭物不明-147,,143.718491,43.514186
字陸別原野分線,足寄郡陸別町,26-27,,143.718753,43.514185
字陸別原野分線,足寄郡陸別町,26-24,,143.718542,43.514921
字陸別原野分線,足寄郡陸別町,26-32,,143.719318,43.514496
字陸別原野分線,足寄郡陸別町,26-26,,143.719329,43.514243
字陸別原野分線,足寄郡陸別町,26-21,,143.719378,43.514302
字陸別原野分線,足寄郡陸別町,25-1,,143.720423,43.514722
字陸別原野分線,足寄郡陸別町,水-136,,143.720879,43.507701
字陸別原野分線,足寄郡陸別町,26-20,,143.721016,43.513073
字ウリキオナイ,足寄郡陸別町,6-10,,143.722254,43.517091
字陸別原野分線,足寄郡陸別町,27-10,,143.719494,43.516049
字陸別原野分線,足寄郡陸別町,道-118,,143.71945,43.515912
字陸別原野分線,足寄郡陸別町,25-2,,143.719559,43.515737
字陸別原野分線,足寄郡陸別町,長狭物不明-99-2,,143.719548,43.515412
字陸別原野分線,足寄郡陸別町,26-4,,143.719554,43.515187
字陸別原野分線,足寄郡陸別町,道-1,,143.719867,43.515452
字陸別原野分線,足寄郡陸別町,26-30,,143.719243,43.514884
字陸別原野分線,足寄郡陸別町,26-28,,143.718896,43.515545
字陸別原野分線,足寄郡陸別町,26-25,,143.718712,43.515295
字陸別原野分線,足寄郡陸別町,26-1,,143.718998,43.515196
字陸別原野分線,足寄郡陸別町,26-29,,143.719173,43.514774
字陸別原野分線,足寄郡陸別町,28-16,,143.718744,43.51578
字陸別原野分線,足寄郡陸別町,28-17,,143.718833,43.515788
字陸別原野分線,足寄郡陸別町,28-18,,143.718848,43.515711
字陸別原野分線,足寄郡陸別町,26-31,,143.718831,43.516107
字陸別原野分線,足寄郡陸別町,82,,143.71907,43.515994
字陸別原野分線,足寄郡陸別町,28-24,,143.718592,43.51639
字陸別原野分線,足寄郡陸別町,28-20,,143.718352,43.516049
字陸別原野分線,足寄郡陸別町,28-25,,143.718472,43.516502
字陸別原野分線,足寄郡陸別町,27-16,,143.718499,43.516991
字陸別原野分線,足寄郡陸別町,27-36,,143.71841,43.517019
字陸別原野分線,足寄郡陸別町,27-14,,143.718339,43.517056
字陸別原野分線,足寄郡陸別町,27-30,,143.718395,43.517161
字陸別原野分線,足寄郡陸別町,27-40,,143.718639,43.516752
字陸別原野分線,足寄郡陸別町,27-5,,143.71864,43.517416
字陸別原野分線,足寄郡陸別町,27-1,,143.719304,43.516305
字ウリキオナイ,足寄郡陸別町,6-41,,143.719121,43.517354
字ウリキオナイ,足寄郡陸別町,道-3,,143.719645,43.516295
字陸別原野分線,足寄郡陸別町,長狭物不明-132,,143.719453,43.516172
字ウリキオナイ,足寄郡陸別町,無地番-92,,143.719563,43.51613
字ウリキオナイ,足寄郡陸別町,無地番-9,,143.719499,43.516306
字ウリキオナイ,足寄郡陸別町,6-76,,143.719964,43.51662
字ウリキオナイ,足寄郡陸別町,6-75,,143.720632,43.517731
字ウリキオナイ,足寄郡陸別町,6-84,,143.720383,43.518337
字ウリキオナイ,足寄郡陸別町,6-64,,143.719656,43.517945
字陸別原野分線,足寄郡陸別町,27-4,,143.718934,43.517549
字陸別原野分線,足寄郡陸別町,27-34,,143.718411,43.517295
字陸別原野分線,足寄郡陸別町,27-29,,143.718335,43.517504
字陸別原野分線,足寄郡陸別町,27-35,,143.718416,43.517432
字陸別原野分線,足寄郡陸別町,27-12,,143.71837,43.517568
字陸別原野分線,足寄郡陸別町,27-15,,143.718295,43.517609
字陸別原野分線,足寄郡陸別町,27-11,,143.718326,43.517695
字陸別原野分線,足寄郡陸別町,27-41,,143.718338,43.51776
字陸別原野分線,足寄郡陸別町,27-21,,143.718409,43.517733
字陸別原野分線,足寄郡陸別町,27-42,,143.718382,43.517642
字陸別原野分線,足寄郡陸別町,27-17,,143.718761,43.517873
字陸別原野分線,足寄郡陸別町,27-19,,143.718684,43.517857
字陸別原野分線,足寄郡陸別町,27-18,,143.718566,43.518003
字陸別原野分線,足寄郡陸別町,27-20,,143.718504,43.517818
字陸別原野分線,足寄郡陸別町,27-26,,143.71828,43.51784
字陸別原野分線,足寄郡陸別町,27-22,,143.718343,43.518219
字ウリキオナイ,足寄郡陸別町,6-61,,143.718544,43.518217
字ウリキオナイ,足寄郡陸別町,6-60,,143.718595,43.518192
字ウリキオナイ,足寄郡陸別町,6-65,,143.718937,43.517893
字ウリキオナイ,足寄郡陸別町,6-62,,143.718822,43.518205
字ウリキオナイ,足寄郡陸別町,6-2,,143.718167,43.519078
字ウリキオナイ,足寄郡陸別町,6-3,,143.718915,43.519583
字ウリキオナイ,足寄郡陸別町,6-55,,143.719718,43.519504
字ウリキオナイ,足寄郡陸別町,道-2,,143.719135,43.518451
字ウリキオナイ,足寄郡陸別町,6-63,,143.719596,43.518853
字ウリキオナイ,足寄郡陸別町,6-77,,143.720072,43.518686
字ウリキオナイ,足寄郡陸別町,6-87,,143.720102,43.519063
字ウリキオナイ,足寄郡陸別町,6-54,,143.719796,43.519071
字ウリキオナイ,足寄郡陸別町,6-72,,143.720302,43.51947
字ウリキオナイ,足寄郡陸別町,6-73,,143.720577,43.519485
字ウリキオナイ,足寄郡陸別町,6-86,,143.720642,43.519201
字ウリキオナイ,足寄郡陸別町,6-85,,143.721346,43.519158
字ウリキオナイ,足寄郡陸別町,6-68,,143.720892,43.51913
字ウリキオナイ,足寄郡陸別町,6-69,,143.720873,43.51883
字ウリキオナイ,足寄郡陸別町,6-74,,143.721296,43.518767
字ウリキオナイ,足寄郡陸別町,6-83,,143.720815,43.518577
字ウリキオナイ,足寄郡陸別町,6-70,,143.721085,43.518947
字ウリキオナイ,足寄郡陸別町,6-39,,143.720927,43.518286
字ウリキオナイ,足寄郡陸別町,6-9,,143.722998,43.519489
字ウリキオナイ,足寄郡陸別町,6-8,,143.721739,43.518095
字ウリキオナイ,足寄郡陸別町,6-7,,143.722763,43.516435
字ウリキオナイ,足寄郡陸別町,6-1,,143.721599,43.515542
字ウリキオナイ,足寄郡陸別町,6-52,,143.722064,43.514338
字ウリキオナイ,足寄郡陸別町,6-53,,143.724131,43.515827
字ウリキオナイ,足寄郡陸別町,6-51,,143.726719,43.517045
字ウリキオナイ,足寄郡陸別町,6-23,,143.725336,43.521741
字ウリキオナイ,足寄郡陸別町,6-66,,143.726034,43.519901
字ウリキオナイ,足寄郡陸別町,無地番-3,,143.723237,43.52204
字ウリキオナイ,足寄郡陸別町,7-1,,143.723445,43.523676
字利別川上原野基線東,足寄郡陸別町,2-1,,143.726138,43.52865
字利別川上原野基線東,足寄郡陸別町,2-10,,143.725633,43.528869
字利別川上原野基線東,足寄郡陸別町,2-7,,143.725943,43.528927
字利別川上原野基線東,足寄郡陸別町,2-11,,143.725162,43.52816
字利別川上原野基線東,足寄郡陸別町,2-12,,143.725502,43.528536
字利別川上原野基線東,足寄郡陸別町,2-6,,143.725443,43.528657
字利別川上,足寄郡陸別町,長狭物不明-81,,143.725222,43.528542
字利別川上原野基線東,足寄郡陸別町,2-8,,143.724911,43.527749
字利別川上原野基線東,足寄郡陸別町,2-2,,143.724298,43.526732
字利別川上,足寄郡陸別町,52-2,,143.724547,43.527841
字利別川上,足寄郡陸別町,53,,143.72441,43.52799
字利別川上,足寄郡陸別町,52-1,,143.725005,43.528654
字利別川上,足寄郡陸別町,51,,143.723329,43.528355
字利別川上,足寄郡陸別町,50-1,,143.722366,43.526952
字利別川上,足寄郡陸別町,80,,143.723682,43.527069
字利別川上,足寄郡陸別町,50-2,,143.723402,43.527165
字利別川上原野基線東,足寄郡陸別町,2-9,,143.723032,43.526714
字利別川上原野基線東,足寄郡陸別町,水-74,,143.723467,43.525779
字ウリキオナイ,足寄郡陸別町,無地番-8,,143.721489,43.524634
字ウリキオナイ,足寄郡陸別町,無地番-5,,143.720811,43.524647
字利別川上原野基線東,足寄郡陸別町,1-5,,143.720721,43.524853
字利別川上原野基線東,足寄郡陸別町,長狭物不明-88,,143.720914,43.525296
字利別川上原野基線東,足寄郡陸別町,1-2,,143.721178,43.525382
字利別川上原野基線東,足寄郡陸別町,1-11,,143.720495,43.525502
字利別川上,足寄郡陸別町,48-2,,143.720826,43.525815
字利別川上原野基線東,足寄郡陸別町,長狭物不明-89,,143.720886,43.526015
字利別川上原野基線東,足寄郡陸別町,1-8,,143.721133,43.526213
字利別川上原野基線東,足寄郡陸別町,1-13,,143.721608,43.526213
字利別川上原野基線東,足寄郡陸別町,無地番-79,,143.722332,43.526634
字利別川上,足寄郡陸別町,109,,143.72113,43.526706
字利別川上,足寄郡陸別町,長狭物不明-78-2,,143.720916,43.526545
字利別川上,足寄郡陸別町,154,,143.720896,43.526908
字利別川上,足寄郡陸別町,水-120,,143.718304,43.527184
字利別川上,足寄郡陸別町,48-1,,143.718422,43.525541
字利別川上,足寄郡陸別町,長狭物不明-108,,143.717325,43.525485
字利別川上,足寄郡陸別町,長狭物不明-78-1,,143.716905,43.525416
字利別川上原野基線東,足寄郡陸別町,1-1,,143.720379,43.525614
字利別川上原野基線東,足寄郡陸別町,1-4,,143.719805,43.52521
字ウリキオナイ,足寄郡陸別町,無地番-6,,143.719357,43.524814
字利別川上原野基線東,足寄郡陸別町,1-12,,143.720407,43.525402
字ウリキオナイ,足寄郡陸別町,7-2,,143.719114,43.524205
字ウリキオナイ,足寄郡陸別町,7-6,,143.719521,43.523124
字ウリキオナイ,足寄郡陸別町,道-1,,143.720299,43.524384
字ウリキオナイ,足寄郡陸別町,7-17,,143.720093,43.523806
字ウリキオナイ,足寄郡陸別町,7-16,,143.720393,43.523591
字ウリキオナイ,足寄郡陸別町,7-11,,143.72141,43.523256
字ウリキオナイ,足寄郡陸別町,7-5,,143.720961,43.522318
字ウリキオナイ,足寄郡陸別町,6-11,,143.721393,43.520825
字ウリキオナイ,足寄郡陸別町,7-18,,143.720788,43.521425
字ウリキオナイ,足寄郡陸別町,6-67,,143.722487,43.520897
字ウリキオナイ,足寄郡陸別町,6-78,,143.720692,43.520481
字ウリキオナイ,足寄郡陸別町,6-79,,143.720464,43.520077
字ウリキオナイ,足寄郡陸別町,6-38,,143.720611,43.519687
字ウリキオナイ,足寄郡陸別町,6-81,,143.720543,43.519696
字ウリキオナイ,足寄郡陸別町,6-71,,143.720532,43.51976
字ウリキオナイ,足寄郡陸別町,6-82,,143.720445,43.519677
字ウリキオナイ,足寄郡陸別町,6-80,,143.720374,43.51986
字ウリキオナイ,足寄郡陸別町,6-40,,143.719628,43.519563
字ウリキオナイ,足寄郡陸別町,6-57,,143.719831,43.519773
字ウリキオナイ,足寄郡陸別町,6-35,,143.719651,43.520503
字ウリキオナイ,足寄郡陸別町,6-56,,143.720291,43.520991
字ウリキオナイ,足寄郡陸別町,7-20,,143.72051,43.521576
字ウリキオナイ,足寄郡陸別町,7-19,,143.719486,43.522018
字ウリキオナイ,足寄郡陸別町,無地番-4,,143.719621,43.520891
字陸別原野分線,足寄郡陸別町,道-122,,143.71871,43.520602
字陸別原野分線,足寄郡陸別町,29-1,,143.716218,43.52069
字陸別原野分線,足寄郡陸別町,道-120,,143.716251,43.520298
字陸別原野分線,足寄郡陸別町,27-2,,143.716633,43.520195
字陸別原野分線,足寄郡陸別町,27-44,,143.716967,43.51968
字陸別原野分線,足寄郡陸別町,27-43,,143.716853,43.51997
字陸別原野分線,足寄郡陸別町,27-7,,143.716515,43.519852
字陸別原野分線,足寄郡陸別町,27-3,,143.716538,43.51991
字陸別原野分線,足寄郡陸別町,27-31,,143.71629,43.519934
字陸別原野分線,足寄郡陸別町,27-23,,143.716178,43.520002
字陸別原野分線,足寄郡陸別町,長狭物不明-100,,143.715781,43.52038
字陸別原野分線,足寄郡陸別町,27-39,,143.716116,43.519896
字陸別原野分線,足寄郡陸別町,27-25,,143.716245,43.519715
字陸別原野分線,足寄郡陸別町,28-23,,143.715566,43.519952
字陸別原野分線,足寄郡陸別町,28-13,,143.715667,43.519982
字陸別原野分線,足寄郡陸別町,27-32,,143.716021,43.519958
字陸別原野分線,足寄郡陸別町,27-37,,143.715937,43.520032
字陸別原野分線,足寄郡陸別町,30-16,,143.712905,43.520155
字陸別原野分線,足寄郡陸別町,30-12,,143.714094,43.520124
字陸別原野分線,足寄郡陸別町,30-11,,143.715263,43.520645
字陸別原野分線,足寄郡陸別町,30-19,,143.715497,43.520069
字陸別原野分線,足寄郡陸別町,30-1,,143.714488,43.521314
字陸別原野分線,足寄郡陸別町,30-3,,143.714488,43.522713
字陸別原野分線,足寄郡陸別町,30-14,,143.714151,43.524189
字陸別原野分線,足寄郡陸別町,30-8,,143.714246,43.523735
字陸別原野分線,足寄郡陸別町,30-13,,143.71571,43.522944
字陸別原野分線,足寄郡陸別町,長狭物不明-171-1,,143.717705,43.520718
字陸別原野分線,足寄郡陸別町,長狭物不明-171-2,,143.71777,43.523703
字陸別原野分線,足寄郡陸別町,道-124,,143.717686,43.525007
字陸別原野分線,足寄郡陸別町,長狭物不明-101,,143.716586,43.524553
字陸別原野分線,足寄郡陸別町,30-2,,143.71621,43.524774
字陸別原野分線,足寄郡陸別町,道-123,,143.715939,43.525206
字利別川上原野基線東,足寄郡陸別町,1-3,,143.716522,43.525558
字利別川上,足寄郡陸別町,6-13,,143.7161,43.528089
字クンネベツ,足寄郡陸別町,1-25,,143.712198,43.524328
字クンネベツ,足寄郡陸別町,1-4,,143.712048,43.524977
字クンネベツ,足寄郡陸別町,1-1,,143.712441,43.526017
字利別川上,足寄郡陸別町,6-18,,143.713893,43.525768
字利別川上,足寄郡陸別町,6-6,,143.713402,43.52833
字クンネベツ,足寄郡陸別町,1-7,,143.711813,43.527152
字クンネベツ,足寄郡陸別町,1-2,,143.711591,43.528267
字クンネベツ,足寄郡陸別町,1-8,,143.710439,43.528553
字クンネベツ,足寄郡陸別町,1-72,,143.70975,43.527915
字クンネベツ,足寄郡陸別町,1-15,,143.710211,43.527046
字クンネベツ,足寄郡陸別町,1-3,,143.710835,43.526616
字クンネベツ,足寄郡陸別町,1-46,,143.709835,43.526083
字クンネベツ,足寄郡陸別町,1-36,,143.709497,43.525984
字クンネベツ,足寄郡陸別町,1-47,,143.709841,43.525626
字クンネベツ,足寄郡陸別町,1-38,,143.71032,43.525863
字クンネベツ,足寄郡陸別町,1-82,,143.711092,43.524814
字クンネベツ,足寄郡陸別町,1-64,,143.710949,43.524478
字クンネベツ,足寄郡陸別町,長狭物不明-11,,143.71143,43.52282
字クンネベツ,足寄郡陸別町,1-52,,143.710557,43.524595
字クンネベツ,足寄郡陸別町,1-29,,143.709663,43.52463
字クンネベツ,足寄郡陸別町,1-18,,143.710708,43.523973
字クンネベツ,足寄郡陸別町,1-22,,143.710426,43.523569
字クンネベツ,足寄郡陸別町,1-19,,143.71082,43.52332
字クンネベツ,足寄郡陸別町,1-68,,143.711389,43.521976
字クンネベツ,足寄郡陸別町,1-66,,143.711191,43.523723
字クンネベツ,足寄郡陸別町,1-51,,143.711039,43.523938
字クンネベツ,足寄郡陸別町,1-80,,143.711096,43.523856
字クンネベツ,足寄郡陸別町,1-5,,143.712149,43.523494
字陸別原野分線,足寄郡陸別町,30-9,,143.713279,43.521994
字クンネベツ,足寄郡陸別町,1-6,,143.712073,43.521884
字クンネベツ,足寄郡陸別町,1-69,,143.712096,43.520683
字クンネベツ,足寄郡陸別町,1-49,,143.71218,43.520933
字陸別原野分線,足寄郡陸別町,30-10,,143.712679,43.520922
字陸別原野分線,足寄郡陸別町,30-18,,143.712743,43.520291
字陸別原野分線,足寄郡陸別町,30-7,,143.71333,43.520328
字陸別原野分線,足寄郡陸別町,30-17,,143.713461,43.520222
字陸別原野分線,足寄郡陸別町,30-22,,143.712218,43.519837
字陸別原野分線,足寄郡陸別町,30-15,,143.712359,43.520423
字陸別原野分線,足寄郡陸別町,30-4,,143.712272,43.520237
字クンネベツ,足寄郡陸別町,1-21,,143.711772,43.520004
字クンネベツ,足寄郡陸別町,1-20,,143.71153,43.520813
字クンネベツ,足寄郡陸別町,2-76,,143.709816,43.52133
字クンネベツ,足寄郡陸別町,2-55,,143.70992,43.520443
字クンネベツ,足寄郡陸別町,2-23,,143.710967,43.51972
字クンネベツ,足寄郡陸別町,2-37,,143.710207,43.51579
字クンネベツ,足寄郡陸別町,2-18,,143.712711,43.516985
字クンネベツ,足寄郡陸別町,2-151,,143.712468,43.51678
字クンネベツ,足寄郡陸別町,2-149,,143.713165,43.514895
字クンネベツ,足寄郡陸別町,2-72,,143.713834,43.5152
字クンネベツ,足寄郡陸別町,2-17,,143.713499,43.515671
字陸別原野分線,足寄郡陸別町,28-8,,143.714048,43.516527
字陸別原野分線,足寄郡陸別町,28-9,,143.713111,43.517778
字陸別原野分線,足寄郡陸別町,無地番-93,,143.711981,43.518154
字陸別原野分線,足寄郡陸別町,28-2,,143.712313,43.518383
字陸別原野分線,足寄郡陸別町,道-121-2,,143.71183,43.518398
字陸別原野分線,足寄郡陸別町,30-23,,143.712008,43.519118
字陸別原野分線,足寄郡陸別町,30-20,,143.712145,43.519268
字陸別原野分線,足寄郡陸別町,長狭物不明-175,,143.712228,43.51911
字陸別原野分線,足寄郡陸別町,30-21,,143.7125,43.519146
字陸別原野分線,足寄郡陸別町,30-6,,143.713184,43.519614
字陸別原野分線,足寄郡陸別町,道-121-1,,143.714719,43.519645
字陸別原野分線,足寄郡陸別町,28-10,,143.714675,43.519368
字陸別原野分線,足寄郡陸別町,長狭物不明-148,,143.713126,43.51803
字陸別原野分線,足寄郡陸別町,28-3,,143.714275,43.518162
字陸別原野分線,足寄郡陸別町,28-6,,143.71562,43.51933
字陸別原野分線,足寄郡陸別町,27-24,,143.716503,43.51952
字陸別原野分線,足寄郡陸別町,28-11,,143.716256,43.518677
字陸別原野分線,足寄郡陸別町,28-22,,143.716657,43.518726
字陸別原野分線,足寄郡陸別町,27-38,,143.716689,43.519277
字陸別原野分線,足寄郡陸別町,27-45,,143.716765,43.51965
字陸別原野分線,足寄郡陸別町,27-8,,143.7179,43.518339
字陸別原野分線,足寄郡陸別町,27-9,,143.717994,43.518391
字陸別原野分線,足寄郡陸別町,27-6,,143.718062,43.518512
字陸別原野分線,足寄郡陸別町,27-33,,143.718202,43.517854
字陸別原野分線,足寄郡陸別町,27-27,,143.717806,43.518071
字陸別原野分線,足寄郡陸別町,27-28,,143.71784,43.517779
字陸別原野分線,足寄郡陸別町,27-13,,143.718149,43.517492
字陸別原野分線,足寄郡陸別町,28-28,,143.71732,43.517259
字陸別原野分線,足寄郡陸別町,28-15,,143.716335,43.51614
字陸別原野分線,足寄郡陸別町,28-32,,143.716812,43.516604
字陸別原野分線,足寄郡陸別町,28-26,,143.71723,43.516198
字陸別原野分線,足寄郡陸別町,28-27,,143.717056,43.516528
字陸別原野分線,足寄郡陸別町,長狭物不明-99-1,,143.718132,43.517131
字陸別原野分線,足寄郡陸別町,28-19,,143.717724,43.51643
字陸別原野分線,足寄郡陸別町,28-12,,143.717333,43.515926
字陸別原野分線,足寄郡陸別町,28-33,,143.717349,43.515769
字陸別原野分線,足寄郡陸別町,28-21,,143.71751,43.515912
字陸別原野分線,足寄郡陸別町,26-23,,143.718071,43.51515
字陸別原野分線,足寄郡陸別町,道-119,,143.717463,43.515041
字陸別原野分線,足寄郡陸別町,28-1,,143.717181,43.515318
字陸別原野分線,足寄郡陸別町,28-31,,143.716666,43.516023
字陸別原野分線,足寄郡陸別町,28-29,,143.716748,43.51577
字陸別原野分線,足寄郡陸別町,28-7,,143.716096,43.515316
字陸別原野分線,足寄郡陸別町,28-30,,143.716599,43.515119
字クンネベツ,足寄郡陸別町,2-73,,143.714188,43.51513
字クンネベツ,足寄郡陸別町,2-35,,143.714411,43.514551
字クンネベツ,足寄郡陸別町,2-19,,143.714085,43.513594
字クンネベツ,足寄郡陸別町,2-13,,143.715085,43.513474
字陸別原野分線,足寄郡陸別町,26-2,,143.717456,43.514461
字陸別原野分線,足寄郡陸別町,26-6,,143.71821,43.514479
字クンネベツ,足寄郡陸別町,長狭物不明-10,,143.720762,43.50489
字クンネベツ,足寄郡陸別町,2-7,,143.715684,43.511322
字クンネベツ,足寄郡陸別町,2-53,,143.713916,43.512218
字クンネベツ,足寄郡陸別町,2-136,,143.714132,43.511033
字クンネベツ,足寄郡陸別町,2-139,,143.71378,43.510093
字クンネベツ,足寄郡陸別町,2-140,,143.713556,43.511361
字クンネベツ,足寄郡陸別町,2-47,,143.712894,43.510339
字クンネベツ,足寄郡陸別町,2-141,,143.713459,43.51143
字クンネベツ,足寄郡陸別町,2-74,,143.713081,43.513009
字クンネベツ,足寄郡陸別町,2-142,,143.71288,43.512517
字クンネベツ,足寄郡陸別町,2-145,,143.712904,43.512918
字クンネベツ,足寄郡陸別町,2-144,,143.712792,43.513138
字クンネベツ,足寄郡陸別町,2-16,,143.71326,43.513691
字クンネベツ,足寄郡陸別町,2-71,,143.713727,43.514467
字クンネベツ,足寄郡陸別町,2-148,,143.713117,43.514717
字クンネベツ,足寄郡陸別町,2-69,,143.71245,43.514623
字クンネベツ,足寄郡陸別町,2-147,,143.712698,43.513891
字クンネベツ,足寄郡陸別町,2-146,,143.712631,43.513027
字クンネベツ,足寄郡陸別町,2-150,,143.712672,43.512957
字クンネベツ,足寄郡陸別町,2-70,,143.712406,43.513068
字クンネベツ,足寄郡陸別町,2-15,,143.712344,43.513388
字クンネベツ,足寄郡陸別町,2-11,,143.70925,43.512518
字クンネベツ,足寄郡陸別町,2-20,,143.71074,43.51216
字クンネベツ,足寄郡陸別町,2-14,,143.711193,43.511384
字クンネベツ,足寄郡陸別町,2-110,,143.709935,43.510024
字クンネベツ,足寄郡陸別町,41-2,,143.709107,43.510635
字クンネベツ,足寄郡陸別町,2-133,,143.708827,43.511329
字クンネベツ,足寄郡陸別町,41-1,,143.707947,43.510216
字クンネベツ,足寄郡陸別町,2-97,,143.708239,43.512234
字クンネベツ,足寄郡陸別町,117-2,,143.706994,43.513865
字クンネベツ,足寄郡陸別町,2-100,,143.707179,43.513817
