Rosen,Kyori,S_Kosaten,E_Kosaten,Kiten_Kyori,Bunri,Encho,Hankei,Kudari,Nobori,Kudari_Nobori,Mawari,Kudari_J11,Nobori_J11,Kudari_J12,Nobori_J12,Kudari_J13,Nobori_J13,Kudari_J21,Nobori_J21,Kudari_J22,Nobori_J22,Kudari_J23,Nobori_J23,Kudari_J31,Nobori_J31,Kudari_J32,Nobori_J32,Kudari_J33,Nobori_J33,Kudari_J4,Nobori_J4,Chisaki_Knj
1216797105002,572,6542210159,6542210156,0.57200003,2,0.050999999,27.799999,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,芦別市上芦別町１１
1216797112000,11,6542120039,6542120022,0.011,2,0.086000003,28.299999,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,芦別市滝里町
1216797117011,515,6542210163,6542210089,0.51499999,2,0.072999999,47.299999,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,芦別市本町１０７７
1216797124000,504,6542210088,6542210086,0.50400001,2,0.025,15.4,0.0,0.0,5.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,芦別市常磐町４８３
1217700003000,33,644143E116,6441436123,0.033,2,0.074000001,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,江別市大麻２６６－６
1217700009000,49,6441440050,6441438759,0.048999999,2,0.112,100.0,3.25,3.25,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,江別市文京台東町４７
1217700009000,262,6441440050,6441438759,0.26199999,2,0.093999997,100.0,3.25,3.25,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,江別市大麻中町５０３－２
1217700044001,16,6441540687,6441541188,0.016000001,2,0.056000002,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,江別市東野幌町１－６
1217700044001,30,6441541188,6441540200,0.029999999,2,0.050000001,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,江別市東野幌町１－７
1217700052000,385,6441540731,6441541177,0.38499999,2,0.079999998,110.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,江別市上江別４７６番地２
1217700052000,489,6441540731,6441541177,0.48899999,2,0.075999998,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,江別市上江別４４９番地１３
1217700057000,0,6441435646,6441438758,0.0,2,0.039999999,120.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,江別市大麻中町２６－１０地先
1217700069000,394,6441542037,6441540662,0.39399999,2,0.061000001,60.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,江別市野幌東町２－２６
1217705002000,25,6441532136,644153F019,0.025,2,0.037,30.0,3.5,3.5,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,江別市角山２０２－１７２
1217705002000,94,6441532136,644153F019,0.093999997,2,0.083999999,100.0,0.0,0.0,5.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,江別市角山２０２－１６８
1217705011000,10,6441532189,644153F013,0.0099999998,2,0.022,30.0,3.75,3.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,江別市角山７１５
1217705011000,387,6441532189,644153F013,0.38699999,2,0.055,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,江別市角山７１５
1217707011000,66,644154F008,6441540050,0.066,2,0.025,60.0,3.75,3.75,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,江別市工栄町１２－１
1217707022000,390,6441541293,6441540027,0.38999999,2,0.094999999,200.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,江別市角山７３番地８
1217707022000,839,6441541293,6441540027,0.83899999,2,0.085000001,150.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,江別市角山７１番地３６
1217716004000,45,6441542040,6441540080,0.045000002,2,0.142,165.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,江別市篠津２６２－１０
1217716004000,328,6441542040,6441540080,0.32800001,2,0.059999999,125.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,江別市篠津１８５
1211700129000,349,6544720382,6544720378,0.34900001,2,0.044,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,網走市字潮見２２８－４地先
1211700144000,91,6644020009,664402F001,0.090999998,2,0.037999999,85.0,2.5,2.5,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,網走市新町１丁目１１－３２地先
1211700144000,111,6644020379,6644020009,0.111,2,0.030999999,55.0,2.5,2.5,0.0,0,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,網走市新町１丁目２３地先
1211700151000,397,6644020394,6644020348,0.39700001,2,0.016000001,15.0,2.75,2.75,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,網走市北１条東２丁目
1211700167000,1664,6544720422,6544720357,1.664,2,0.046,75.0,3.5999999,3.5999999,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,網走市つくしケ丘６丁目９番地１
1211700541000,8,6544710083,6544710112,0.0080000004,2,0.037,20.0,0.0,0.0,4.5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,網走市字呼人
1211700563000,18,6544710118,6544710119,0.017999999,2,0.046,160.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,網走市字呼人
1211700563000,609,6544710118,6544710119,0.60900003,2,0.125,102.0,3.1300001,3.1300001,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,網走市字呼人
1211700703000,896,6544710006,6644000010,0.89600003,2,0.208,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,網走市字越歳
1211797119021,21,6544720260,6544720427,0.021,2,0.164,90.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,網走市鱒浦四丁目２
1211797119034,320,6544720171,6544720243,0.31999999,2,0.228,35.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,網走市字潮見２１４
1211797146000,145,6644100048,6644100050,0.145,2,0.072999999,32.599998,2.5,2.5,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,網走市常呂町字東浜
1212700002000,0,6541750593,6541750045,0.0,2,0.079999998,9.0,3.25,3.25,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,留萌市船場町一丁目２１
1212700002000,267,6541750087,6541750593,0.26699999,2,0.029999999,9.0,3.25,3.25,0.0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,留萌市船場町１丁目
1212700010000,303,6541750098,6541750410,0.303,2,0.018999999,7.5,3.75,3.75,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,留萌市南町１丁目４番
1212797105000,0,6541750147,6541750020,0.0,2,0.089000002,31.0,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,留萌市元町五丁目１６７
1212797124000,0,6541750491,6541750495,0.0,2,0.022,33.099998,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,留萌市三泊町１８２
1212797125000,0,6541750492,6541750493,0.0,2,0.12899999,53.900002,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,留萌市三泊町１８２
1213702286000,91,6441050240,6441050220,0.090999998,2,0.133,140.0,3.25,3.25,0.0,0,3,3,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,1,1,苫小牧市字柏原
1213797129001,0,6341740141,6341740688,0.0,2,0.146,60.099998,0.0,0.0,4.0,0,5,5,5,5,5,5,3,3,3,3,5,5,3,3,3,3,5,5,3,3,苫小牧市日吉町三丁目１６
1213797129549,82,6341742640,6341740329,0.082000002,2,0.029999999,60.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,苫小牧市王子町三丁目７
1213797129858,125,6341750576,6341750200,0.125,2,0.025,20.0,0.0,0.0,4.8099999,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,苫小牧市船見町一丁目９
1213797174075,87,6441050500,6441050499,0.086999997,2,0.016000001,10.5,3.0,3.0,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,3,3,苫小牧市ウトナイ南八丁目１
1213797199000,328,6441050345,6441050046,0.32800001,2,0.089000002,70.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,苫小牧市字植苗１９２
1213797241042,16,6341742929,6341742932,0.016000001,2,0.153,60.400002,0.0,0.0,4.5,0,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,苫小牧市しらかば町一丁目５
1213797259152,64,6341741656,6341742738,0.064000003,2,0.072999999,36.099998,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,苫小牧市有珠の沢町七丁目１０
1213797283003,366,6341751174,6341751179,0.366,2,0.061000001,20.5,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,苫小牧市字勇払１４３
1214700002002,507,6841150005,684115F001,0.50700003,2,0.025,40.0,0.0,0.0,3.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,稚内市ノシャップ２丁目
1214700004000,80,6841050044,6841050186,0.079999998,2,0.0080000004,16.0,5.5,5.5,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,1,1,1,1,2,2,1,1,稚内市大黒１丁目
1214700013000,140,6841150003,684115F001,0.14,2,0.046999998,50.0,4.0,4.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,2,2,3,3,1,1,稚内市ノシャップ２丁目
1214700030000,0,6841050136,6841050317,0.0,2,0.1,55.0,3.25,3.25,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,稚内市緑５丁目
1217716004000,969,6441542040,6441540080,0.96899998,2,0.15099999,170.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,江別市篠津１５６－２
1217746008000,50,644154F026,6441541296,0.050000001,2,0.050000001,160.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,江別市対雁１－６地先
1217754013000,0,6441541580,6441540808,0.0,2,0.046999998,110.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,江別市上江別４１６－３
1217754013000,69,6441541577,6441541580,0.068999998,2,0.028999999,110.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,江別市上江別４１７－２５
1217797112022,153,6441540115,6441541588,0.153,2,0.090999998,55.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,江別市美原１４６６－６
1218797110024,448,6542200221,6542200218,0.44800001,2,0.1,54.799999,3.25,3.25,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,赤平市茂尻旭町一丁目２０
1219700003000,181,6643420022,6643420108,0.18099999,2,0.1,93.0,3.5,3.5,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,紋別市大山町４丁目２５番１２
1219700003000,316,6643420022,6643420108,0.31600001,2,0.112,73.0,3.5,3.5,0.0,1,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,紋別市大山町４丁目２５番２９
1219700004000,222,6643420097,6643420017,0.222,2,0.096000001,75.0,3.5,3.5,0.0,1,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,紋別市渚滑町２丁目１０番地
1219700005000,196,6643420034,6643420029,0.19599999,2,0.059999999,80.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,紋別市花園町３丁目６２番地
1219700008000,426,6643420021,6643420351,0.426,2,0.07,96.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,紋別市落石町３丁目２１番１０
1219700013000,0,6643420031,6643420180,0.0,2,0.064000003,200.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,紋別市大山町一丁目７
1219700013000,25,6643420041,6643420031,0.025,2,0.064000003,200.0,3.0,3.0,0.0,1,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,紋別市南が丘町４丁目１２番１
1219700013000,56,6643420090,6643420055,0.056000002,2,0.045000002,95.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,紋別市南が丘町７丁目９７番地
1219700061000,0,6643420058,6643420050,0.0,2,0.043000001,70.0,4.0,4.0,0.0,0,3,3,3,3,3,3,1,1,2,2,3,3,1,1,1,1,3,3,1,1,紋別市本町６丁目
1219700061000,44,6643420050,6643420034,0.044,2,0.043000001,70.0,4.0,4.0,0.0,1,3,3,3,3,3,3,1,1,2,2,3,3,1,1,1,1,3,3,1,1,紋別市幸町六丁目４
1219700075000,27,6643420308,6643420300,0.027000001,2,0.021,20.0,3.8,3.8,0.0,1,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,紋別市港町５丁目７番地
1219700079000,36,6643420065,6643420075,0.035999998,2,0.015,98.0,3.25,3.25,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,紋別市港町６丁目１０番地４
1219700080000,147,6643420323,6643420455,0.147,2,0.012,12.0,4.6799998,4.6799998,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,紋別市港町７丁目
1219700577000,153,6643330078,6643330023,0.153,2,0.147,100.0,3.1600001,3.1600001,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,紋別市海洋公園
1219700626000,6,6643320111,6643320092,0.0060000001,2,0.045000002,67.0,0.0,0.0,5.4899998,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,紋別市新生
1219700683000,2331,6643240003,6643340005,2.3310001,2,0.15099999,100.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,紋別市字沼の上
1219700803000,2186,6643220004,6643210017,2.1860001,2,0.022,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,紋別市上渚滑町奥東
1219797103015,294,6643220034,6643220033,0.294,2,0.071999997,48.700001,3.5,3.5,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,紋別市上渚滑町五丁目
1219797107005,792,6643330071,6643330012,0.792,2,0.106,30.5,3.5,3.5,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,紋別市小向
1219797107119,70,6643320025,6643320026,0.07,2,0.035999998,20.200001,3.75,3.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,紋別市新生１００
1219797112000,50,664332F001,6643320072,0.050000001,2,0.12800001,15.0,4.5,4.5,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,紋別市新生
1220701022000,46,6642230007,6642230008,0.046,2,0.048,60.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,士別市西４条１丁目
1220797103010,297,6642140044,6642140018,0.29699999,2,0.061000001,24.6,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,士別市７０２６朝日川沿道路
1220797106002,3241,6642130011,6642230004,3.2409999,2,0.052000001,28.299999,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,士別市西士別町５４９５番８
1220797107007,88,6642130162,6642130204,0.088,2,0.106,77.699997,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,士別市東三条十九丁目４６５
1220797117000,33,6642150014,6642150002,0.033,2,0.050999999,28.6,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,士別市朝日町登和里
1220797124001,678,6642230092,6642230130,0.67799997,2,0.059999999,30.0,4.5,4.5,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,3,3,1,1,士別市大通北九丁目５３３８
1220797128006,104,6642230061,6642230286,0.104,2,0.075000003,25.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,士別市東十一条五丁目３０２９
1220797141000,2350,6642220015,6642220016,2.3499999,2,0.0089999996,97.300003,0.0,0.0,5.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,士別市西士別町１２８７番７２８
1221797102085,303,6642330080,6642330182,0.303,2,0.035,13.1,3.0,3.0,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,名寄市風連町字東風連２９８３
1221797102109,391,6642330182,6642330183,0.391,2,0.046,29.700001,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,名寄市字緑丘２５
1221797108001,157,6642340013,6642430417,0.15700001,2,0.037,11.7,3.0,3.0,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,名寄市字朝日
1221797115369,120,6642430250,6642430271,0.12,2,0.054000001,21.0,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,名寄市西九条北十丁目１５３
1222700003000,853,6441670229,6442600010,0.85299999,2,0.119,40.0,3.53,3.53,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,三笠市桂沢
1222700015000,158,6441770153,6441770146,0.15800001,2,0.20100001,160.2,3.8800001,3.8800001,0.0,0,1,1,1,1,3,3,1,1,1,1,2,2,1,1,1,1,2,2,1,1,三笠市幾春別錦町２
1222797106097,280,6441670042,6441670084,0.28,2,0.064999998,41.599998,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,三笠市若草町２８０
1222797123017,1376,6441770133,6441770146,1.376,2,0.034000002,8.3000002,3.5,3.5,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,三笠市奔別川端町
1222797123034,16,6441770158,6441770111,0.016000001,2,0.052000001,25.1,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,三笠市幾春別千住町１１１
1222797123039,0,6441770229,6441770228,0.0,2,0.035,14.6,3.5,3.5,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,三笠市奔別本沢町
1222797126001,0,6441770226,6441770221,0.0,2,0.034000002,20.1,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,三笠市東清住町２３１
1223700171000,48,6545040032,6545040038,0.048,2,0.013,12.0,4.3000002,4.3000002,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,根室市本町４丁目
1223700265000,385,6445740088,6445740239,0.38499999,2,0.046999998,100.0,3.25,3.25,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,根室市光洋町
1223700265000,525,6445740092,6445740086,0.52499998,2,0.026000001,30.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,根室市光洋町
1223700265000,556,6445740088,6445740239,0.55599999,2,0.048,100.0,3.25,3.25,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,根室市光洋町
1223700337000,572,6445740092,6445740094,0.57200003,2,0.071999997,40.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,根室市光洋町
1223700337000,667,6445740092,6445740094,0.667,2,0.026000001,15.0,3.0,3.0,0.0,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,根室市光洋町
1223700553000,989,6445740072,6445740009,0.98900002,2,0.043000001,110.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,根室市花咲港
1224700413000,0,6441151022,6441151037,0.0,2,0.089000002,80.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,千歳市柏台１３９０
1224700413000,52,6441151021,6441151022,0.052000001,2,0.024,80.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,千歳市美々７５８－１３７
1224700415000,30,6441151019,6441151037,0.029999999,2,0.092,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,千歳市美々７５８－１３４
1224700912000,11,6441150093,6441150121,0.011,1,0.071999997,71.0,6.5,6.5,0.0,0,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,千歳市末広８丁目
1224700939000,46,6441140549,6441140554,0.046,1,0.15000001,180.0,6.9000001,6.8000002,0.0,0,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,千歳市泉沢１００７－２２２
1224703502000,203,6441241316,6441241686,0.20299999,2,0.075000003,60.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,千歳市上長都１１２１
1224797144000,7,6441241406,6441241184,0.0070000002,2,0.029999999,12.1,0.0,0.0,5.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,千歳市上長都１０４２
1224797151000,1081,6441250055,6441250085,1.081,1,0.027000001,7.4000001,3.0,3.0,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,千歳市根志越２６７０
1224797151005,387,6441250618,6441250619,0.38699999,1,0.048,28.9,2.6400001,2.6400001,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,千歳市中央１９８
1225700547000,0,6541271565,6541271203,0.0,1,0.077,180.3,2.76,2.76,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,滝川市泉町
1225700547000,307,6541271203,6541370308,0.30700001,2,0.077,180.3,2.76,2.76,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,滝川市西滝川
1226700002000,438,6541170011,6541170579,0.43799999,2,0.025,20.0,2.75,2.75,0.0,1,5,5,5,5,5,5,3,3,5,5,5,5,3,3,3,3,5,5,3,3,砂川市豊沼町４５番
1227767106000,471,6542200032,654220F003,0.47099999,2,0.039000001,48.799999,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,歌志内市字東光３０
1228700026000,15,6542400034,6542400025,0.015,2,0.071000002,150.0,3.0,3.0,0.0,1,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,深川市深川町字メム４９２６番地の２
1228700058000,35,6542400034,6542400047,0.035,2,0.090000004,200.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,深川市深川町字メム５００１番地の１
1228700063000,1132,6542400099,6542400133,1.132,2,0.079999998,50.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,深川市一已町字一已２４８９番地の７
1228700079000,18,6542400099,6542400098,0.017999999,2,0.117,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,深川市一已町字一已６４６５番地の１
1228700129000,93,6542400133,6542410011,0.093000002,2,0.078000002,130.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,2,深川市納内町字納内４１３２番地
1228797103210,128,6542400210,6542400212,0.12800001,2,0.0080000004,5.0,3.0,3.0,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,深川市新光町三丁目４
1228797117000,280,6542410079,6542410080,0.28,2,0.046999998,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,深川市音江町字更新８３５
1229700102000,39,6542030247,6542030042,0.039000001,2,0.043000001,60.0,4.5,4.5,0.0,0,2,2,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,富良野市朝日町１番
1229797101014,996,6442730067,6442730068,0.99599999,2,0.082000002,55.299999,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,富良野市字布部一
1229797103000,413,6442620012,6442630041,0.41299999,2,0.044,13.1,2.75,2.75,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,5,3,3,富良野市字山部東二十四線
1229797105002,899,6442640003,6442630037,0.89899999,2,0.07,40.900002,2.75,2.75,0.0,0,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,富良野市字西達布
1229797111009,327,6442730052,6442730071,0.32699999,2,0.054000001,25.200001,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,富良野市字南扇山
1229797111039,1733,6542030477,6542040022,1.733,2,0.037999999,23.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,富良野市字富丘更生
1229797111118,821,6542040007,6542040023,0.82099998,2,0.098999999,58.400002,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,富良野市字東富丘
1229797111586,276,6542030565,6542030632,0.27599999,2,0.086999997,58.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,富良野市桂木町６
1229797117000,0,6542020088,6542020072,0.0,2,0.037,21.1,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,5,5,3,3,3,3,3,3,3,3,富良野市字清水山１１６１
