S_Kosaten,E_Kosaten,Shitei,Kubun,Fukuin,Jyoukuu,Kyokusen,Kyoryo,Spncho,KanrishaCode,Yuryo_No,TsukoKiseiCount,TsukoKisei,Kosoku_Santei_K,Yudo,Fuyo,Line
6340320113,6340320048,0,3,1,0,0,0,0.092,201346,0,0,,0.0,0,0,"[{'Lat': 42.2564348555147, 'Lon': 140.281907236982}, {'Lat': 42.2565056689157, 'Lon': 140.281544766545}, {'Lat': 42.256576456047, 'Lon': 140.280340707382}]"
6340320113,6340320117,3,3,1,0,0,0,0.37099999,1040810032,0,0,,0.0,1,1,"[{'Lat': 42.256576456047, 'Lon': 140.280340707382}, {'Lat': 42.2573471678965, 'Lon': 140.279453245977}, {'Lat': 42.2582386939553, 'Lon': 140.278424124193}, {'Lat': 42.2588427656564, 'Lon': 140.277736653694}]"
6340320117,6340220007,0,3,4,0,0,0,0.72600001,201346,0,0,,0.0,0,0,"[{'Lat': 42.2521393974896, 'Lon': 140.277187083712}, {'Lat': 42.252510186617, 'Lon': 140.277216226712}, {'Lat': 42.252656002468, 'Lon': 140.27722455103}, {'Lat': 42.2527268277038, 'Lon': 140.277241212148}, {'Lat': 42.2540641677105, 'Lon': 140.277328628425}, {'Lat': 42.2542641437678, 'Lon': 140.277341115959}, {'Lat': 42.2545557758593, 'Lon': 140.277370263434}, {'Lat': 42.2553306835197, 'Lon': 140.277432713825}, {'Lat': 42.2568180057924, 'Lon': 140.277536786733}, {'Lat': 42.2575929137109, 'Lon': 140.27760756968}, {'Lat': 42.2577220649221, 'Lon': 140.277615894937}, {'Lat': 42.2588427656564, 'Lon': 140.277736653694}]"
6340320117,6340320120,3,3,1,0,0,0,0.37099999,1040810032,0,0,,0.0,1,1,"[{'Lat': 42.2588427656564, 'Lon': 140.277736653694}, {'Lat': 42.2595593188574, 'Lon': 140.276895024444}, {'Lat': 42.2601633918578, 'Lon': 140.276249216754}, {'Lat': 42.2614173634024, 'Lon': 140.274886772011}]"
6340320120,6340320005,0,3,1,0,0,0,0.70599997,201346,0,0,,0.0,0,0,"[{'Lat': 42.2572843309287, 'Lon': 140.268412605441}, {'Lat': 42.257767626645, 'Lon': 140.269091681877}, {'Lat': 42.2581592629481, 'Lon': 140.269645775074}, {'Lat': 42.2586092288678, 'Lon': 140.27030818827}, {'Lat': 42.2593633382278, 'Lon': 140.271412210027}, {'Lat': 42.2596091532218, 'Lon': 140.271782995112}, {'Lat': 42.2601341135281, 'Lon': 140.272557893645}, {'Lat': 42.2605840795797, 'Lon': 140.273224473118}, {'Lat': 42.2608132279852, 'Lon': 140.273532764934}, {'Lat': 42.2611715346232, 'Lon': 140.274074361167}, {'Lat': 42.2613798621134, 'Lon': 140.274699291498}, {'Lat': 42.2614173634024, 'Lon': 140.274886772011}]"
6340320120,6340320122,3,3,1,0,0,2,0.65499997,1040810032,0,0,,0.0,1,1,"[{'Lat': 42.2614173634024, 'Lon': 140.274886772011}, {'Lat': 42.2619506157176, 'Lon': 140.274370123033}, {'Lat': 42.262500536052, 'Lon': 140.273961796412}, {'Lat': 42.263167109637, 'Lon': 140.273578460875}, {'Lat': 42.2637670267472, 'Lon': 140.273261789602}, {'Lat': 42.2643252856413, 'Lon': 140.273053443984}, {'Lat': 42.2650585228506, 'Lon': 140.272832589625}, {'Lat': 42.26579592986, 'Lon': 140.272728390888}, {'Lat': 42.267029110518, 'Lon': 140.272644995506}]"
6340320122,6340320098,3,3,1,0,0,2,1.258,1040810032,0,0,,0.0,1,1,"[{'Lat': 42.2784402028701, 'Lon': 140.272040239008}, {'Lat': 42.2779527627178, 'Lon': 140.272056931725}, {'Lat': 42.2750906151022, 'Lon': 140.272186248436}, {'Lat': 42.275061452115, 'Lon': 140.272190416367}, {'Lat': 42.2710994421178, 'Lon': 140.272440617437}, {'Lat': 42.2693038309553, 'Lon': 140.272557374905}, {'Lat': 42.267029110518, 'Lon': 140.272644995506}]"
6340320128,6340320113,3,3,1,0,0,0,0.40799999,1040810032,0,0,,0.0,1,1,"[{'Lat': 42.256576456047, 'Lon': 140.280340707382}, {'Lat': 42.2544392907492, 'Lon': 140.282732273455}, {'Lat': 42.2537518929878, 'Lon': 140.283328090492}]"
6340320140,6340320060,0,3,1,0,0,0,0.461,201346,0,0,,0.0,0,0,"[{'Lat': 42.2658745885366, 'Lon': 140.256759032536}, {'Lat': 42.2653371536852, 'Lon': 140.256750730367}, {'Lat': 42.2641456261822, 'Lon': 140.256563315115}, {'Lat': 42.2617334139034, 'Lon': 140.256375968877}]"
6340320141,6340320005,0,3,1,0,0,1,0.63099998,201053,0,0,,0.0,0,0,"[{'Lat': 42.2572843309287, 'Lon': 140.268412605441}, {'Lat': 42.2574301383274, 'Lon': 140.268150121509}, {'Lat': 42.2577050913464, 'Lon': 140.267716812762}, {'Lat': 42.2578384024763, 'Lon': 140.26752515631}, {'Lat': 42.2579842129951, 'Lon': 140.267362663116}, {'Lat': 42.2581091941456, 'Lon': 140.267246000188}, {'Lat': 42.2582175116973, 'Lon': 140.267162668448}, {'Lat': 42.2583216634795, 'Lon': 140.267091835786}, {'Lat': 42.2584966397162, 'Lon': 140.267012666558}, {'Lat': 42.2585882936692, 'Lon': 140.266962666006}, {'Lat': 42.2590465655141, 'Lon': 140.26677932374}, {'Lat': 42.2596131556903, 'Lon': 140.266537647418}, {'Lat': 42.2598672880504, 'Lon': 140.266429309748}, {'Lat': 42.2600630950851, 'Lon': 140.266350139342}, {'Lat': 42.2602880653675, 'Lon': 140.266275133567}, {'Lat': 42.2605921919034, 'Lon': 140.266175125631}, {'Lat': 42.2607463387712, 'Lon': 140.266141786667}, {'Lat': 42.2610587977563, 'Lon': 140.266045944541}, {'Lat': 42.263004376638, 'Lon': 140.265479220334}, {'Lat': 42.2631251944881, 'Lon': 140.265454215816}, {'Lat': 42.2632001844519, 'Lon': 140.265425047611}]"
6340320142,6340420012,3,3,1,0,0,3,6.2989998,1040810032,0,0,,0.0,1,1,"[{'Lat': 42.3190770164877, 'Lon': 140.275045990636}, {'Lat': 42.3194561401162, 'Lon': 140.275145959857}, {'Lat': 42.3201727242168, 'Lon': 140.275295905297}, {'Lat': 42.3203851996471, 'Lon': 140.275337556046}, {'Lat': 42.3207393254075, 'Lon': 140.275408362722}, {'Lat': 42.322634940942, 'Lon': 140.275824883204}, {'Lat': 42.3237848095203, 'Lon': 140.276099792461}, {'Lat': 42.3245763844864, 'Lon': 140.276249733634}, {'Lat': 42.3256137649371, 'Lon': 140.276466321342}, {'Lat': 42.3273802286114, 'Lon': 140.276853685161}, {'Lat': 42.3293716690539, 'Lon': 140.277374357169}, {'Lat': 42.3319755411648, 'Lon': 140.278094975852}, {'Lat': 42.3326254685308, 'Lon': 140.27830325297}, {'Lat': 42.3332045702764, 'Lon': 140.278482370146}, {'Lat': 42.3333378886769, 'Lon': 140.278524025379}, {'Lat': 42.3358334403764, 'Lon': 140.279236317614}, {'Lat': 42.3396246802453, 'Lon': 140.280352665426}, {'Lat': 42.3423035458054, 'Lon': 140.281156605357}, {'Lat': 42.3440450156234, 'Lon': 140.281643961218}, {'Lat': 42.3444449704306, 'Lon': 140.281756428062}, {'Lat': 42.3474821294539, 'Lon': 140.282681169714}, {'Lat': 42.3500818364073, 'Lon': 140.283435118702}, {'Lat': 42.3520982744171, 'Lon': 140.283976620528}, {'Lat': 42.3541438741045, 'Lon': 140.284472291597}, {'Lat': 42.3547104759287, 'Lon': 140.284605580356}, {'Lat': 42.355377067789, 'Lon': 140.284809690191}, {'Lat': 42.3560644933119, 'Lon': 140.285105457007}, {'Lat': 42.3571685433563, 'Lon': 140.285676174627}, {'Lat': 42.3588850220615, 'Lon': 140.286351014424}, {'Lat': 42.3605431706262, 'Lon': 140.28690086912}, {'Lat': 42.3619346817423, 'Lon': 140.287346581965}, {'Lat': 42.3635969965926, 'Lon': 140.287900602685}, {'Lat': 42.3645218943581, 'Lon': 140.288233852492}, {'Lat': 42.3656176041277, 'Lon': 140.288550427458}, {'Lat': 42.3665341680092, 'Lon': 140.288833682369}, {'Lat': 42.3680048347089, 'Lon': 140.289233561598}, {'Lat': 42.3694546710019, 'Lon': 140.289645940844}, {'Lat': 42.3712211385173, 'Lon': 140.290158292789}, {'Lat': 42.3724126700714, 'Lon': 140.290479028556}, {'Lat': 42.373650031591, 'Lon': 140.290870588471}, {'Lat': 42.3745082684562, 'Lon': 140.291128848995}]"
6340320152,6340320142,3,3,1,0,0,0,1.272,1040810032,0,0,,0.0,1,1,"[{'Lat': 42.3190770164877, 'Lon': 140.275045990636}, {'Lat': 42.3172397214504, 'Lon': 140.274446150482}, {'Lat': 42.3161773411712, 'Lon': 140.274137905992}, {'Lat': 42.3152566120029, 'Lon': 140.273883815111}, {'Lat': 42.3149066518794, 'Lon': 140.273796343071}, {'Lat': 42.31467751155, 'Lon': 140.273746360702}, {'Lat': 42.3143650479023, 'Lon': 140.273692216778}, {'Lat': 42.3138609397501, 'Lon': 140.273600587198}, {'Lat': 42.3131151927897, 'Lon': 140.273458975958}, {'Lat': 42.3124361050302, 'Lon': 140.273338192336}, {'Lat': 42.3100363860089, 'Lon': 140.272980028296}, {'Lat': 42.308149105113, 'Lon': 140.272638500305}]"
6340320152,6340320153,0,3,1,0,0,0,0.287,201346,0,0,,0.0,0,0,"[{'Lat': 42.308149105113, 'Lon': 140.272638500305}, {'Lat': 42.3080699702091, 'Lon': 140.273346772473}, {'Lat': 42.3080366496537, 'Lon': 140.273625915154}, {'Lat': 42.3080241557307, 'Lon': 140.27377173568}, {'Lat': 42.3079533565303, 'Lon': 140.274588330667}, {'Lat': 42.3078200868052, 'Lon': 140.276104864321}]"
6340320154,634032F005,0,3,1,0,0,0,4.1490002,201346,0,0,,0.0,0,0,"[{'Lat': 42.2920254660597, 'Lon': 140.253362034085}, {'Lat': 42.2922296087843, 'Lon': 140.253391186489}, {'Lat': 42.2928420363076, 'Lon': 140.2534578123}, {'Lat': 42.2931878271534, 'Lon': 140.253445293878}, {'Lat': 42.2934544594088, 'Lon': 140.253382784572}, {'Lat': 42.2937252563929, 'Lon': 140.253274445946}, {'Lat': 42.2940043854357, 'Lon': 140.253157774287}, {'Lat': 42.2948042755678, 'Lon': 140.252757766066}, {'Lat': 42.2950209118282, 'Lon': 140.252628599103}, {'Lat': 42.295187554435, 'Lon': 140.252507767533}, {'Lat': 42.2954208532523, 'Lon': 140.25231193914}, {'Lat': 42.2965498498212, 'Lon': 140.25126613881}, {'Lat': 42.2970789375054, 'Lon': 140.250799485438}, {'Lat': 42.2981121192967, 'Lon': 140.249974503399}, {'Lat': 42.2991161417417, 'Lon': 140.249270345143}, {'Lat': 42.3007950701765, 'Lon': 140.248187017145}, {'Lat': 42.3010617003475, 'Lon': 140.24805784735}, {'Lat': 42.3012700062376, 'Lon': 140.247991175065}, {'Lat': 42.3015908003823, 'Lon': 140.247986990615}, {'Lat': 42.302369874923, 'Lon': 140.248074438375}, {'Lat': 42.3026198463082, 'Lon': 140.248132752141}, {'Lat': 42.3036530639846, 'Lon': 140.248457663483}, {'Lat': 42.304919589708, 'Lon': 140.248882552334}, {'Lat': 42.3054653630918, 'Lon': 140.249090835433}, {'Lat': 42.3056070155027, 'Lon': 140.249186651857}, {'Lat': 42.3057570014029, 'Lon': 140.249319964331}, {'Lat': 42.3059903142628, 'Lon': 140.249574094216}, {'Lat': 42.3063527827464, 'Lon': 140.249978202876}, {'Lat': 42.3073401926983, 'Lon': 140.250944723978}, {'Lat': 42.3073526916968, 'Lon': 140.250961388391}, {'Lat': 42.3075985030352, 'Lon': 140.251215517565}, {'Lat': 42.3091441969473, 'Lon': 140.252777785117}, {'Lat': 42.3093233463537, 'Lon': 140.252923594778}, {'Lat': 42.3095149924172, 'Lon': 140.253011075805}, {'Lat': 42.3096941381812, 'Lon': 140.253040229615}, {'Lat': 42.3103232309794, 'Lon': 140.25312768585}, {'Lat': 42.3152309719161, 'Lon': 140.253294058887}, {'Lat': 42.318509741662, 'Lon': 140.253368866048}, {'Lat': 42.3199678989897, 'Lon': 140.253418778734}, {'Lat': 42.3202928612388, 'Lon': 140.253477088231}, {'Lat': 42.3205428330104, 'Lon': 140.253547900823}, {'Lat': 42.3207636432279, 'Lon': 140.25366871043}, {'Lat': 42.32088863061, 'Lon': 140.253752028949}, {'Lat': 42.3210052891866, 'Lon': 140.253947837509}, {'Lat': 42.3211094500659, 'Lon': 140.254168644458}, {'Lat': 42.3214594368564, 'Lon': 140.255110203962}, {'Lat': 42.3216510993135, 'Lon': 140.255722636298}, {'Lat': 42.321688602555, 'Lon': 140.25597261099}, {'Lat': 42.3216636143175, 'Lon': 140.256251753188}, {'Lat': 42.3210096809906, 'Lon': 140.261172167344}, {'Lat': 42.3208930541672, 'Lon': 140.261992931186}]"
6340320155,6340320152,3,3,1,0,0,1,2.095,1040810032,0,0,,0.0,1,1,"[{'Lat': 42.308149105113, 'Lon': 140.272638500305}, {'Lat': 42.3060868453865, 'Lon': 140.272292815942}, {'Lat': 42.3034121635985, 'Lon': 140.272055489571}, {'Lat': 42.3002542104261, 'Lon': 140.271918181299}, {'Lat': 42.2956172716606, 'Lon': 140.271814287042}, {'Lat': 42.2918927208934, 'Lon': 140.271681177074}, {'Lat': 42.2892888678056, 'Lon': 140.271573001273}]"
6340320155,6340320154,0,3,1,0,0,0,1.5319999,201346,0,0,,0.0,0,0,"[{'Lat': 42.2920254660597, 'Lon': 140.253362034085}, {'Lat': 42.2916256017517, 'Lon': 140.256149298375}, {'Lat': 42.2909508239876, 'Lon': 140.260636420696}, {'Lat': 42.2901552512842, 'Lon': 140.265881812947}, {'Lat': 42.2892888678056, 'Lon': 140.271573001273}]"
6340320187,6340320128,0,3,1,0,0,0,0.154,201346,0,0,,0.0,0,0,"[{'Lat': 42.2537518929878, 'Lon': 140.283328090492}, {'Lat': 42.2536269013026, 'Lon': 140.283107284676}, {'Lat': 42.2531352702631, 'Lon': 140.282332384241}, {'Lat': 42.2530186116779, 'Lon': 140.282136575638}, {'Lat': 42.2529269517419, 'Lon': 140.281994927272}, {'Lat': 42.2528561237749, 'Lon': 140.281890774256}]"
634032F003,6340320060,3,3,1,0,0,0,0.211,1040810032,0,0,,0.0,1,0,"[{'Lat': 42.2658745885366, 'Lon': 140.256759032536}, {'Lat': 42.2657078732588, 'Lon': 140.254550913217}, {'Lat': 42.2656828649927, 'Lon': 140.254188448215}]"
634032F003,6340320104,3,3,1,0,0,0,0.12800001,1040810032,0,0,,0.0,1,0,"[{'Lat': 42.263224766609, 'Lon': 140.252130444558}, {'Lat': 42.2630456428001, 'Lon': 140.252805392151}, {'Lat': 42.2630248179807, 'Lon': 140.252997042239}, {'Lat': 42.2630248220097, 'Lon': 140.25312619694}, {'Lat': 42.2630289914186, 'Lon': 140.25323035372}, {'Lat': 42.2630706569141, 'Lon': 140.253355339784}, {'Lat': 42.2631164871394, 'Lon': 140.253434496526}, {'Lat': 42.2631831501126, 'Lon': 140.253576146299}, {'Lat': 42.2632748093937, 'Lon': 140.253696963256}, {'Lat': 42.263387299083, 'Lon': 140.253805280193}, {'Lat': 42.2634956219627, 'Lon': 140.253892765962}, {'Lat': 42.2636122763819, 'Lon': 140.253955253576}, {'Lat': 42.2637705917475, 'Lon': 140.253996907432}, {'Lat': 42.2641455476734, 'Lon': 140.254046881599}, {'Lat': 42.2644621769747, 'Lon': 140.254084360222}, {'Lat': 42.2656828649927, 'Lon': 140.254188448215}]"
634032F004,6340320140,2,3,1,1,0,0,0.75099999,201346,0,0,,0.0,0,0,"[{'Lat': 42.2617334139034, 'Lon': 140.256375968877}, {'Lat': 42.2617084785572, 'Lon': 140.258350787332}, {'Lat': 42.2616835257952, 'Lon': 140.259767324178}, {'Lat': 42.2616918634441, 'Lon': 140.259938141216}, {'Lat': 42.2617085328924, 'Lon': 140.260092292659}, {'Lat': 42.2617501992987, 'Lon': 140.260246442689}, {'Lat': 42.2617793667059, 'Lon': 140.260383928303}, {'Lat': 42.2621043583576, 'Lon': 140.261383817294}, {'Lat': 42.2625793448881, 'Lon': 140.262804492154}, {'Lat': 42.2627085102678, 'Lon': 140.263266942008}, {'Lat': 42.2628376766878, 'Lon': 140.263762722108}, {'Lat': 42.262875176675, 'Lon': 140.263908539812}, {'Lat': 42.2629085112825, 'Lon': 140.264079355436}, {'Lat': 42.262929345981, 'Lon': 140.264204342679}, {'Lat': 42.2630376821232, 'Lon': 140.264716789079}]"
634032F004,6340320141,0,3,1,0,0,0,0.025,201346,0,0,,0.0,0,0,"[{'Lat': 42.2632001844519, 'Lon': 140.265425047611}, {'Lat': 42.2631168508577, 'Lon': 140.265091749866}, {'Lat': 42.2630376821232, 'Lon': 140.264716789079}]"
634032F005,6340320142,0,3,1,0,0,0,1.16,201346,0,0,,0.0,0,0,"[{'Lat': 42.3190770164877, 'Lon': 140.275045990636}, {'Lat': 42.3192602832388, 'Lon': 140.273629444898}, {'Lat': 42.3208930541672, 'Lon': 140.261992931186}]"
6340370031,6340370406,3,3,1,0,0,0,0.119,1040810033,0,0,,0.0,1,1,"[{'Lat': 42.3228151616887, 'Lon': 140.970614888504}, {'Lat': 42.3234234010652, 'Lon': 140.969981578268}, {'Lat': 42.3235692118001, 'Lon': 140.969827417353}, {'Lat': 42.3236525315764, 'Lon': 140.969719089168}]"
6340370033,6340370039,0,3,1,0,0,0,0.68000001,201054,0,0,,0.0,0,0,"[{'Lat': 42.3163618187966, 'Lon': 140.971894310258}, {'Lat': 42.3158327180544, 'Lon': 140.971948502496}, {'Lat': 42.3153369476611, 'Lon': 140.972036023078}, {'Lat': 42.3148495093247, 'Lon': 140.972115210612}, {'Lat': 42.3143329083899, 'Lon': 140.972211064962}, {'Lat': 42.3138329715693, 'Lon': 140.972290253216}, {'Lat': 42.3133247024261, 'Lon': 140.972369441951}, {'Lat': 42.3128205999736, 'Lon': 140.972465295578}, {'Lat': 42.3122706693505, 'Lon': 140.972548652999}, {'Lat': 42.3117374033716, 'Lon': 140.972632009459}, {'Lat': 42.3112749622647, 'Lon': 140.972719528112}, {'Lat': 42.3108041889677, 'Lon': 140.972811213529}, {'Lat': 42.310304252277, 'Lon': 140.972894568063}]"
6340370039,6341300016,0,4,1,0,2,1,2.98,201054,0,0,,0.0,0,0,"[{'Lat': 42.310304252277, 'Lon': 140.972894568063}, {'Lat': 42.3104001076402, 'Lon': 140.973952798582}, {'Lat': 42.3104917975058, 'Lon': 140.975031860762}, {'Lat': 42.3104293084008, 'Lon': 140.975136021461}, {'Lat': 42.3100168732851, 'Lon': 140.975602669044}, {'Lat': 42.3097710775934, 'Lon': 140.97584849397}, {'Lat': 42.3096669328397, 'Lon': 140.976140139841}, {'Lat': 42.3096377780596, 'Lon': 140.976402617397}, {'Lat': 42.3096877780894, 'Lon': 140.97659426356}, {'Lat': 42.3105460573853, 'Lon': 140.978169069247}, {'Lat': 42.3106543883104, 'Lon': 140.978506531972}, {'Lat': 42.3106418981757, 'Lon': 140.978769008565}, {'Lat': 42.3105710786039, 'Lon': 140.978931497718}, {'Lat': 42.3104336048264, 'Lon': 140.979231478082}, {'Lat': 42.3103794423456, 'Lon': 140.979156488102}, {'Lat': 42.3102877856067, 'Lon': 140.979118996841}, {'Lat': 42.3101711334909, 'Lon': 140.979131502427}, {'Lat': 42.3101086426633, 'Lon': 140.979181501439}, {'Lat': 42.3100836487442, 'Lon': 140.979277327407}, {'Lat': 42.3101128171735, 'Lon': 140.979443977071}, {'Lat': 42.310150316865, 'Lon': 140.979577295985}, {'Lat': 42.3101544881947, 'Lon': 140.979739780808}, {'Lat': 42.3101336610994, 'Lon': 140.979856437955}, {'Lat': 42.310096170287, 'Lon': 140.980002260049}, {'Lat': 42.3100420152276, 'Lon': 140.980160581956}, {'Lat': 42.309925374509, 'Lon': 140.980531387941}, {'Lat': 42.309892050123, 'Lon': 140.980685542362}, {'Lat': 42.3098628926933, 'Lon': 140.980864694245}, {'Lat': 42.3098254030737, 'Lon': 140.981048012893}, {'Lat': 42.3098087442602, 'Lon': 140.981231330338}, {'Lat': 42.3098670775411, 'Lon': 140.981452140007}, {'Lat': 42.3099379058597, 'Lon': 140.981564625578}, {'Lat': 42.3100670597726, 'Lon': 140.981656276363}, {'Lat': 42.3101837153343, 'Lon': 140.981752094152}, {'Lat': 42.3102962043372, 'Lon': 140.981835413331}, {'Lat': 42.3103795292841, 'Lon': 140.981889570209}, {'Lat': 42.3103420466891, 'Lon': 140.982293701894}, {'Lat': 42.3102878920274, 'Lon': 140.982464522653}, {'Lat': 42.3101712464056, 'Lon': 140.982681176141}, {'Lat': 42.310021272422, 'Lon': 140.98292699554}, {'Lat': 42.3100046128136, 'Lon': 140.983085315283}, {'Lat': 42.3099504646462, 'Lon': 140.983460283944}, {'Lat': 42.309908809661, 'Lon': 140.983668600536}, {'Lat': 42.3098213284931, 'Lon': 140.983926915178}, {'Lat': 42.3097005213491, 'Lon': 140.984289388838}, {'Lat': 42.3096338674086, 'Lon': 140.984435212617}, {'Lat': 42.3095755424771, 'Lon': 140.984476878822}, {'Lat': 42.309454726718, 'Lon': 140.984568544041}, {'Lat': 42.3093380763248, 'Lon': 140.984635211315}, {'Lat': 42.3091631002048, 'Lon': 140.984718547093}, {'Lat': 42.3090506192862, 'Lon': 140.984889371221}, {'Lat': 42.3089381391629, 'Lon': 140.985085193051}, {'Lat': 42.3088839809227, 'Lon': 140.985143524151}, {'Lat': 42.3087964929951, 'Lon': 140.985189358323}, {'Lat': 42.3085090301246, 'Lon': 140.985260201744}, {'Lat': 42.3082465643537, 'Lon': 140.985335210006}, {'Lat': 42.3081132481226, 'Lon': 140.98536438169}, {'Lat': 42.308004929654, 'Lon': 140.985418549633}, {'Lat': 42.3079382730625, 'Lon': 140.985481047737}, {'Lat': 42.3078757839578, 'Lon': 140.985585208438}, {'Lat': 42.3078341268518, 'Lon': 140.985726864491}, {'Lat': 42.30773831747, 'Lon': 140.986114334412}, {'Lat': 42.3076799991654, 'Lon': 140.986364314804}, {'Lat': 42.3076050147579, 'Lon': 140.986568467037}, {'Lat': 42.3075217005462, 'Lon': 140.986851779142}, {'Lat': 42.3074092266522, 'Lon': 140.98724341631}, {'Lat': 42.30735090795, 'Lon': 140.987480897851}, {'Lat': 42.3073050885269, 'Lon': 140.987743376373}, {'Lat': 42.3072467674388, 'Lon': 140.987905864807}, {'Lat': 42.3071634484557, 'Lon': 140.988039190698}, {'Lat': 42.3070717958247, 'Lon': 140.988130854233}, {'Lat': 42.306967646168, 'Lon': 140.988268347611}, {'Lat': 42.3068843281126, 'Lon': 140.988430837488}, {'Lat': 42.3067468519494, 'Lon': 140.988655824749}, {'Lat': 42.3065760467615, 'Lon': 140.988889146502}, {'Lat': 42.3064718972372, 'Lon': 140.989030806164}, {'Lat': 42.3059844786405, 'Lon': 140.98973076998}, {'Lat': 42.3058719990469, 'Lon': 140.989943256947}, {'Lat': 42.3057970146395, 'Lon': 140.990147409181}, {'Lat': 42.3057386964676, 'Lon': 140.990401555859}, {'Lat': 42.3057387056136, 'Lon': 140.990689029439}, {'Lat': 42.3057637119922, 'Lon': 140.990984834144}, {'Lat': 42.3058303836948, 'Lon': 140.991397292389}, {'Lat': 42.3058595551743, 'Lon': 140.991659766583}, {'Lat': 42.3058595639229, 'Lon': 140.991934741312}, {'Lat': 42.3058179135777, 'Lon': 140.99228887784}, {'Lat': 42.3057387781208, 'Lon': 140.992967986667}, {'Lat': 42.3056346509991, 'Lon': 140.99381374829}, {'Lat': 42.3055263589097, 'Lon': 140.994697006708}, {'Lat': 42.3054638821335, 'Lon': 140.995188631805}, {'Lat': 42.3054097302561, 'Lon': 140.995446944528}, {'Lat': 42.3053222489563, 'Lon': 140.995701092892}, {'Lat': 42.3050389706711, 'Lon': 140.996351049524}, {'Lat': 42.3049348276427, 'Lon': 140.996696857094}, {'Lat': 42.3048890096789, 'Lon': 140.997005164742}, {'Lat': 42.304884854521, 'Lon': 140.997350966539}, {'Lat': 42.3049056948725, 'Lon': 140.99765093777}, {'Lat': 42.3049556968946, 'Lon': 140.997905078196}, {'Lat': 42.3050140346861, 'Lon': 140.99826754152}, {'Lat': 42.3050598698842, 'Lon': 140.998500850767}, {'Lat': 42.3050765395671, 'Lon': 140.998659168589}, {'Lat': 42.3051265418546, 'Lon': 140.998921641582}, {'Lat': 42.305126548616, 'Lon': 140.999134122057}, {'Lat': 42.3050682283243, 'Lon': 140.999321608197}, {'Lat': 42.3049890762981, 'Lon': 140.999479931554}, {'Lat': 42.3046932944922, 'Lon': 140.999971570126}, {'Lat': 42.3046183123395, 'Lon': 141.000246549189}, {'Lat': 42.3046099870437, 'Lon': 141.000467362714}, {'Lat': 42.3046224948082, 'Lon': 141.00075900186}, {'Lat': 42.3046474962836, 'Lon': 141.000900654066}, {'Lat': 42.3047016616835, 'Lon': 141.001067302292}, {'Lat': 42.3048308272672, 'Lon': 141.001525586054}, {'Lat': 42.3048724940507, 'Lon': 141.001688068718}, {'Lat': 42.3048724989563, 'Lon': 141.00184222122}, {'Lat': 42.3048558384215, 'Lon': 141.00197137698}, {'Lat': 42.3047933536923, 'Lon': 141.002213025052}, {'Lat': 42.3046933756331, 'Lon': 141.00252133583}, {'Lat': 42.3046267239472, 'Lon': 141.00273798644}, {'Lat': 42.3046100619538, 'Lon': 141.002821313078}, {'Lat': 42.3046100696439, 'Lon': 141.003062957541}, {'Lat': 42.3046225717077, 'Lon': 141.003175446483}, {'Lat': 42.3046434047682, 'Lon': 141.003246272105}, {'Lat': 42.3046767365776, 'Lon': 141.003325429574}, {'Lat': 42.3047184007097, 'Lon': 141.003404586561}]"
6340370041,6340370280,0,3,1,0,0,0,0.057,201205,0,0,,0.0,0,0,"[{'Lat': 42.3144370975345, 'Lon': 140.973315124113}, {'Lat': 42.3149453664122, 'Lon': 140.97322760281}]"
6340370080,6340370376,3,3,1,0,0,3,1.224,1040810033,0,0,,0.0,1,1,"[{'Lat': 42.3240074843622, 'Lon': 140.995775006515}, {'Lat': 42.3227909702095, 'Lon': 140.995929229324}, {'Lat': 42.3222910331239, 'Lon': 140.996000085041}, {'Lat': 42.3218327553951, 'Lon': 140.996000111527}, {'Lat': 42.3213661440178, 'Lon': 140.995958475656}, {'Lat': 42.3209578559792, 'Lon': 140.995825178174}, {'Lat': 42.3206620538946, 'Lon': 140.995679375338}, {'Lat': 42.3205245684541, 'Lon': 140.995612722744}, {'Lat': 42.3201246082292, 'Lon': 140.995337771131}, {'Lat': 42.3189955511013, 'Lon': 140.994475415645}, {'Lat': 42.3185914211352, 'Lon': 140.99408797461}, {'Lat': 42.3183956040017, 'Lon': 140.993850507753}, {'Lat': 42.3182747784326, 'Lon': 140.99363386798}, {'Lat': 42.3181372882188, 'Lon': 140.993417229171}, {'Lat': 42.3178748026949, 'Lon': 140.99287146117}, {'Lat': 42.3177289729992, 'Lon': 140.992429843522}, {'Lat': 42.3175956333018, 'Lon': 140.991721582993}, {'Lat': 42.3175372859647, 'Lon': 140.991059147254}, {'Lat': 42.317528914664, 'Lon': 140.989834260327}, {'Lat': 42.3174830642204, 'Lon': 140.989121828462}, {'Lat': 42.3174080591339, 'Lon': 140.988676040439}, {'Lat': 42.3172205609346, 'Lon': 140.988017778446}, {'Lat': 42.3170747296503, 'Lon': 140.987526165394}, {'Lat': 42.31699556185, 'Lon': 140.987188700987}, {'Lat': 42.3169580524799, 'Lon': 140.986751243366}, {'Lat': 42.3169288705276, 'Lon': 140.986159632767}, {'Lat': 42.3169329961249, 'Lon': 140.984884749719}, {'Lat': 42.3169704703661, 'Lon': 140.984218142166}]"
