KANRI_OFFICE_CD,KJ_NM,地整コード,管理都道府県コード
"245362","野尻町",9,45
"245382","国富町",9,45
"245383","綾町",9,45
"245401","高鍋町",9,45
"245402","新富町",9,45
"245403","西米良村",9,45
"245404","木城町",9,45
"245405","川南町",9,45
"245406","都農町",9,45
"245421","門川町",9,45
"245429","諸塚村",9,45
"245430","椎葉村",9,45
"245431","美郷町",9,45
"245441","高千穂町",9,45
"245442","日之影町",9,45
"245443","五ヶ瀬町",9,45
"245800","宮崎県道路公社",9,45
"246","鹿児島県庁",9,46
"246051","鹿児島県　鹿児島地域振興局",9,46
"246052","鹿児島県　鹿児島地域振興局　日置支所",9,46
"246053","鹿児島県　南薩地域振興局",9,46
"246054","鹿児島県　南薩地域振興局　指宿支所",9,46
"246055","鹿児島県　北薩地域振興局",9,46
"246056","鹿児島県　北薩地域振興局",9,46
"246058","鹿児島県　姶良・伊佐地域振興局",9,46
"246059","鹿児島県　姶良・伊佐地域振興局　大口支所",9,46
"246061","鹿児島県　姶良・伊佐地域振興局　湧水支所",9,46
"246063","鹿児島県　大隅地域振興局",9,46
"246064","鹿児島県　大隅地域振興局　曽於支所",9,46
"246069","鹿児島県　熊毛支庁",9,46
"246070","鹿児島県　熊毛支庁屋久島事務所",9,46
"246071","鹿児島県　大島支庁",9,46
"246073","鹿児島県　大島支庁瀬戸内事務所",9,46
"246074","鹿児島県　大島支庁徳之島事務所",9,46
"246075","鹿児島県　大島支庁沖永良部事務所",9,46
"246076","鹿児島県　大島支庁喜界事務所",9,46
"246077","鹿児島県　北薩地域振興局　甑島支所",9,46
"246201","鹿児島市",9,46
"246203","鹿屋市",9,46
"246204","枕崎市",9,46
"246206","阿久根市",9,46
"246208","出水市",9,46
"246209","大口市",9,46
"246210","指宿市",9,46
"246213","西之表市",9,46
"246214","垂水市",9,46
"246215","薩摩川内市",9,46
"246216","日置市",9,46
"246217","曽於市",9,46
"246218","霧島市",9,46
"246219","いちき串木野市",9,46
"246220","南さつま市",9,46
"246221","志布志市",9,46
"246222","奄美市",9,46
"246223","南九州市",9,46
"246224","伊佐市",9,46
"246225","姶良市",9,46
"246303","三島村",9,46
"246304","十島村",9,46
"246322","山川町",9,46
"246392","さつま町",9,46
"246404","長島町",9,46
"246421","菱刈町",9,46
"246441","加治木町",9,46
"246442","姶良町",9,46
"246443","蒲生町",9,46
"246452","湧水町",9,46
"246468","大崎町",9,46
"246482","東串良町",9,46
"246490","錦江町",9,46
"246491","南大隅町",9,46
"246492","肝付町",9,46
"246501","中種子町",9,46
"246502","南種子町",9,46
"246505","屋久島町",9,46
"246523","大和村",9,46
"246524","宇検村",9,46
"246525","瀬戸内町",9,46
"246527","龍郷町",9,46
"246529","喜界町",9,46
"246530","徳之島町",9,46
"246531","天城町",9,46
"246532","伊仙町",9,46
"246533","和泊町",9,46
"246534","知名町",9,46
"246535","与論町",9,46
"246800","鹿児島県道路公社",9,46
"247","沖縄県庁",10,47
"247051","沖縄県　北部土木事務所",10,47
"247052","沖縄県　中部土木事務所",10,47
"247053","沖縄県　南部土木事務所",10,47
"247054","沖縄県　宮古土木事務所",10,47
"247055","沖縄県　八重山土木事務所",10,47
"247201","那覇市",10,47
"247205","宜野湾市",10,47
"247207","石垣市",10,47
"247208","浦添市",10,47
"247209","名護市",10,47
"247210","糸満市",10,47
"247211","沖縄市",10,47
"247212","豊見城市",10,47
"247213","うるま市",10,47
"247214","宮古島市",10,47
"247215","南城市",10,47
"247301","国頭村",10,47
"247302","大宜味村",10,47
"247303","東村",10,47
"247306","今帰仁村",10,47
"247308","本部町",10,47
"247311","恩納村",10,47
"247313","宜野座村",10,47
"247314","金武町",10,47
"247315","伊江村",10,47
"247324","読谷村",10,47
"247325","嘉手納町",10,47
"247326","北谷町",10,47
"247327","北中城村",10,47
"247328","中城村",10,47
"247329","西原町",10,47
"247348","与那原町",10,47
"247350","南風原町",10,47
"247353","渡嘉敷村",10,47
"247354","座間味村",10,47
"247355","粟国村",10,47
"247356","渡名喜村",10,47
"247357","南大東村",10,47
"247358","北大東村",10,47
"247359","伊平屋村",10,47
"247360","伊是名村",10,47
"247361","久米島町",10,47
"247362","八重瀬町",10,47
"247375","多良間村",10,47
"247381","竹富町",10,47
"247382","与那国町",10,47
