Rosen,Kyori,S_Kosaten,E_Kosaten,Kiten_Kyori,Bunri,Encho,L_Fukuin,L_T,L_T350,L_T300,L_T175,L_T150,C_T,R_T150,R_T175,R_T300,R_T350,R_T,R_Fukuin,Seigen,Chisaki_Knj,Kouzou_Knj
"27301700005001",91,"5235251077","5235250860",0.090999998,3,0.02,4.4899998,4.5700002,4.5700002,4.5700002,4.5700002,4.5700002,4.4899998,4.5700002,4.5700002,4.5700002,4.5700002,4.5700002,4.4899998,4.4000001,"島本町山崎２丁目","一本松ＢＶ"
"27301700010000",135,"5235250448","5235250451",0.13500001,3,0.037999999,1.7,2.7,0,0,0,2.7,2.7,2.7,0,0,0,2.7,1.7,2.7,"島本町三島郡","ＪＲ京都線"
"27301700020000",78,"5235250417","5235251999",0.078000002,3,0.028000001,5.1999998,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,4.3000002,2.5999999,4.3000002,"島本町水無瀬","阪急京都線高架橋"
"28000400002000",3605,"5334160022","5334160011",3.605,3,0.36500001,3,4.77,0,5.7600002,6.04,6.0599999,4,5.6300001,5.52,4.77,0,4.77,3,0,"豊岡市暮坂","浅間トンネル"
"28000400004000",214,"5334340085","5334350013",0.214,3,0.27500001,2.75,4,0,0,4.6500001,4.6999998,5.0500002,4.6999998,4.6500001,0,0,4,2.75,3.8,"香美町香住区下浜","三田トンネル"
"28000400004000",1290,"5334340085","5334350013",1.29,3,0.23,2.75,4,0,0,4.6500001,4.6999998,5.0500002,4.6999998,4.6500001,0,0,4,2.75,3.8,"香美町香住区下浜","虫尾トンネル"
"28000400015000",200,"5235110557","5235110040",0.2,3,0.024,3,4.3000002,0,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,4.3000002,3,4.3000002,"神戸市北区山田町上谷上字古々谷","神鉄花山高架"
"28000400015000",532,"5235110552","5235110557",0.53200001,3,0.024,3.25,4.4000001,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,4.4000001,3.25,4.3000002,"神戸市北区山田町上谷上","神戸電鉄上谷上高架"
"28000400016004",56,"5235120534","5235120183",0.056000002,3,0.015,2.5,2.7,0,0,2.7,2.7,2.7,2.7,2.7,0,0,2.7,2.5,2.5999999,"宝塚市野上","阪急高架"
"28000400017000",166,"5235200115","5235300015",0.16599999,3,0.0099999998,3.25,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,3.25,0,"加東市加東市社","中国道（吉川－５４）"
"28000400020000",580,"5234170136","5234170145",0.57999998,3,0.0049999999,3.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,3.4000001,4.4000001,"三木市本町２丁目","神戸電鉄ガード"
"28000400023000",91,"5234350258","5234350161",0.090999998,3,0.033,3.5999999,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,3.5999999,0,"姫路市夢前町莇野","中国道（福崎－６４）"
"28000400023000",144,"5234360054","5234360104",0.14399999,3,0.081,5.5999999,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,5.5999999,0,"加西市谷町","中国道（滝野－７１）"
"28000400023000",510,"5234170153","5234170162",0.50999999,3,0.0020000001,2.7,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,2.7,0,"三木市大村","平田歩道橋"
"28000400023000",1585,"5234340106","5234340220",1.585,3,0.056000002,3.1500001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,3.1500001,0,"姫路市安富町安志","中国道（福崎－７９）"
"28000400024000",578,"5234360055","5234360198",0.57800001,3,0.030999999,3.75,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,3.75,0,"加西市中富町","中国道（滝野－５０）"
"28000400033000",26,"5235120271","5235120290",0.026000001,3,0.023,3.9000001,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.9000001,3.7,"西宮市塩瀬町生瀬","ＪＲ線高架"
"28000400042000",145,"5235032274","5235032330",0.145,3,0.011,6,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,6,0,"尼崎市南武庫之荘１１丁目","名神高速高架"
"28000400051000",920,"5235110425","5235110048",0.92000002,3,0.017999999,3,3.8,0,3.8,3.8,3.8,3.8,3.8,3.8,3.8,0,3.8,3,3.7,"神戸市北区有野町","神鉄有馬口高架"
"28000400052000",15,"5234070406","5234071225",0.015,3,0.025,3,4.4000001,0,4.4000001,4.1999998,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,0,4.0999999,3,4.0999999,"神戸市西区玉津町水谷","第２神明水谷高架"
"28000400057000",220,"5235031569","5235037676",0.22,3,0.0060000001,4.5,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.5,0,"尼崎市御園町","人道橋"
"28000400062000",145,"5234150653","5234150172",0.145,3,0.0080000004,3.5,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,3.5,0,"姫路市飾磨区細江","山陽電鉄北細江ガード"
"28000400067000",207,"5234350155","5234350049",0.207,3,0.003,3.75,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,3.75,0,"姫路市夢前町前之庄","町道高架"
"28000400075000",71,"5235200416","5235200090",0.071000002,3,0.052000001,4.25,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.25,0,"加東市天神","中国道（吉川－２７）"
"28000400078000",0,"523457F001","523457F002",0,3,1.911,2.75,4.0999999,0,4.54,5.4099998,5.5100002,5.77,5.5100002,5.4099998,4.54,0,4.0999999,2.75,0,"丹波市氷上町三原","清水坂トンネル"
"28100600009000",0,"5235020236","5235020355",0,3,0.029999999,4,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.5,3.7,"神戸市東灘区魚崎南町１丁目","阪神電鉄高架"
"28100600036000",600,"5235010226","5235010297",0.60000002,3,0.45199999,3,4.1999998,0,4.4000001,4.5999999,4.6999998,4.8000002,4.6999998,4.6500001,4.5999999,0,4.5999999,3,0,"神戸市兵庫区鵯越筋","鵯トンネル"
"28100600040000",0,"5235011512","5235012853",0,2,0.30000001,3.25,4.4000001,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,4.4000001,3.25,4.0999999,"神戸市中央区葺合町","新神戸トンネル（１）（上り）"
"28100600040000",0,"5235011512","5235012853",0,1,0.30000001,3.25,4.4000001,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,4.4000001,3.25,4.0999999,"神戸市中央区葺合町","新神戸トンネル（１）（下り）"
"28100600040000",0,"5235012853","5235110269",0,1,6.3730001,3.25,4.4000001,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,4.4000001,3.25,4.0999999,"神戸市中央区葺合町","新神戸トンネル（２）（下り）"
"28100600040000",0,"5235012853","5235110269",0,2,6.3730001,3.25,4.4000001,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,4.4000001,3.25,4.0999999,"神戸市中央区葺合町","新神戸トンネル（２）（上り）"
"28100600062000",45,"5234070743","523407F019",0.045000002,1,0.039999999,4,4.73,4.73,4.73,4.73,4.73,4.73,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,3,0,"神戸市西区玉津町丸塚１丁目","第二神名道路高架橋"
"28100600200000",30,"5235100015","5235100045",0.029999999,3,0.0099999998,3,4,4,4,4,4,4,4,4,4,4,4,3,0,"神戸市西区押部谷町西盛","神戸電鉄粟生線高架橋"
"28100600206000",6,"5135711512","5135710431",0.0060000001,3,0.024,3.5,4,4,4,4,4,4,4,4,4,4,4,3.5,4,"神戸市長田区菅原通","ＪＲ高架"
"28100600237000",14,"5235010144","5235010146",0.014,3,0.025,5,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,5,4.1999998,"神戸市兵庫区湊町１丁目","元町高架"
"28100600255000",11,"5235010599","5235011833",0.011,3,0.029999999,5,3,3,3,3,3,3,3,3,3,3,3,5,3,"神戸市中央区若菜通","春日野道高架"
"28100697103048",5,"5235011464","5235011465",0.0049999999,3,0.030999999,3.5,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,3.5,0,"神戸市深田町三丁目３","ＪＲ西日本高架"
"28100697103632",107,"5235021631","5235021632",0.107,3,0.0089999996,5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,5,0,"神戸市岡本二丁目１１","阪急高架"
"28100697103663",90,"5235020506","5235021860",0.090000004,3,0.02,3.5,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,3.5,3.7,"神戸市田中町三丁目１８","ＪＲ高架"
"28100697215009",1726,"5135700715","5135701194",1.726,3,0.011,2,2.0999999,0,0,2.0999999,2.0999999,2.0999999,2.0999999,2.0999999,0,0,2.0999999,2,2.0999999,"神戸市須磨寺町三丁目１","山電高架"
"28100697389047",110,"513570F006","5135701035",0.11,3,0.07,2,3,0,0,3,3,3,3,3,0,0,3,2,2.8,"神戸市大津和三丁目３","神明２６ボックスカルバート"
"28201700106000",35,"523415F010","5234150006",0.035,3,0.001,4,4.2800002,4.4299998,4.4499998,4.71,4.7800002,5.1500001,5.4499998,5.5,5.8499999,5.9000001,6,4,0,"姫路市飾磨区中島","ベルトコンベア"
"28201797182000",0,"5234152100","5234150446",0,3,0.011,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"姫路市西延末４２０－５","ＪＲ西日本　山陽本線"
"28201797282000",242,"5234250468","523425F004",0.242,3,0.029999999,2.75,4,4,4,4,4,4,4,4,4,4,4,2.75,0,"姫路市下手野四丁目７９２－７９","姫新線軌道"
"28201797361000",460,"5234250067","5234150408",0.46000001,3,0.42500001,3,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,3,0,"姫路市龍野町六丁目３１","薬師山隧道"
"28203712018000",74,"5234070113","5234070427",0.074000001,3,0.027000001,3.3099999,4.4499998,0,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,0,4.4499998,3.3099999,4.3000002,"明石市大久保町大窪","不明０１"
"28207708103000",0,"523513F016","523513F015",0,3,0.14399999,3,3.5999999,0,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,0,3.5999999,3,3.7,"伊丹市岩屋２丁目","水管橋防護工"
"28208701531000",0,"5234130164","5234130255",0,3,0.37,3.5,4.3000002,4.5,4.5999999,4.6999998,4.8000002,4.9000001,4.8000002,4.6999998,4.5999999,4.5,4.3000002,3.5,4.3000002,"相生市野瀬","遠見山トンネル"
"28209740331000",160,"5334160195","5334160193",0.16,1,0.0040000002,3.8,4.6999998,4.6999998,4.6999998,4.6999998,4.6999998,4.4899998,4.6999998,4.6999998,4.6999998,4.6999998,4.6999998,3.8,0,"加東市日高町浅倉","浅倉たじま荘線高架"
"28214703326000",578,"5235220082","5235220034",0.57800001,3,0.077,1.39,3.0799999,0,0,3.3499999,3.5699999,4.1199999,3.6500001,3.3900001,0,0,3,1.39,0,"宝塚市玉瀬字イヅリハ","草山トンネル"
"28214703606000",65,"5235121026","5235121106",0.064999998,3,0.050000001,3.45,4.4699998,0,4.4899998,4.5300002,4.54,4.5999999,4.6500001,4.6599998,4.6999998,0,4.7199998,3.45,0,"宝塚市伊孑志１丁目","伊和志津トンネル"
"28215700790000",80,"5234170682","5234170677",0.079999998,3,0.1,3.0999999,4.4000001,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,4.4000001,3.0999999,0,"三木市別所町小林","電線"
"28218797108002",285,"5234270293","5234270349",0.285,3,0.017999999,3,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,3,4,"小野市神明町２３５－４","神戸電鉄粟生線跨道橋"
"28382700378000",400,"5234060171","5234060185",0.40000001,3,0.013,3.25,4.4000001,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,4.4000001,3.25,4.4000001,"播磨町古田２丁目","山陽新幹線立体交差１６号"
"28443700167000",120,"5234350199","5234350197",0.12,3,0.024,4.9000001,4.1700001,4.1700001,4.1700001,4.1700001,4.1700001,4.1700001,4.1700001,4.1700001,4.1700001,4.1700001,4.1700001,4.9000001,4.0999999,"福崎町西谷","不明０１"
"28443797112016",150,"5234360100","5234360243",0.15000001,3,0.026000001,2.95,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,2.95,3.8,"福崎町大貫１７９８－６","中国自動車道高架下"
"28464741001000",503,"5234140200","5234140178",0.50300002,3,0.012,3,4.4000001,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,4.4000001,3,4.4000001,"太子町東南","山陽新幹線高架橋"
"28585700099000",3506,"533434F001","5334340013",3.506,3,0.338,2.75,4.4000001,0,4.5,5.25,5.4000001,5.6999998,5.4000001,5.25,4.5,0,4.4000001,2.75,4.5,"香美町香住区余部","桃観トンネル"
"29000400005000",130,"5135650086","5135650739",0.13,3,0.016000001,3.8,4.3499999,4.4000001,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.3000002,4.25,3.8,0,"大和高田市高田","鉄道橋"
"29000400005000",335,"5135650739","5135650140",0.33500001,3,0.013,3.25,4.4000001,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.3000002,"大和高田市高田","近鉄跨道橋"
"29000400014000",908,"5135650422","5135650512",0.90799999,3,0.02,3,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,3,4,"上牧町桜ヶ丘","西名阪高架下"
"29000400015000",2794,"5135460501","5135460117",2.7939999,3,0.02,1.45,3.6800001,0,0,0,0,4.1500001,0,0,0,0,3.6800001,1.45,0,"吉野町吉野山","参陵隧道"
"29000400028000",190,"5136600006","5136600004",0.19,1,0.011,2.5,4.5,0,0,4.4699998,4.4699998,4.46,4.4000001,4.4000001,0,0,4.3699999,2.5,0,"宇陀市大字大野","跨道橋"
"29000400028000",190,"5136600006","5136600004",0.19,3,0.0060000001,3,4.4499998,0,4.4499998,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4499998,0,4.4499998,3,0,"宇陀市大野","跨道橋"
"29000400028000",1040,"5135570036","5135570062",1.04,3,0.147,1.75,3.6600001,0,0,3.6600001,3.7,3.98,3.7,3.6600001,0,0,3.6600001,1.75,3.5,"吉野町小名","小名トンネル"
"29000400040000",15865,"5136200015","5135270004",15.865,3,0.083999999,1.65,4.0999999,0,0,0,4.2199998,4.48,4.2199998,0,0,0,4.0999999,1.65,0,"川上村伯母峯","大台口トンネル"
"29000400041000",272,"5135760734","5135760205",0.27200001,3,0.152,3.5,4,4,4,4,4,4,4,4,4,4,4,3.5,4,"奈良市北永井町","ＪＲ桜井線アンダーパス"
"29000400048000",0,"5135360080","5135360037",0,3,0.039999999,1.05,2.5,0,0,0,0,3.0999999,0,0,0,0,2.5,1.05,2.5,"黒滝村中戸","小南トンネル"
"29000400048000",3740,"5135370009","5135360080",3.74,3,0.059999999,1.05,2.5,0,0,0,0,3.0999999,0,0,0,0,2.5,1.05,2.5,"天川村洞川","小南トンネル"
"29000400051000",0,"5135760429","5135760284",0,3,0.048,3,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,3,0,"天理市岩屋町（天理東ＩＣ）","名阪高架下"
"29000400051000",10,"5135760192","5135760194",0.0099999998,3,0.021,6,4,4,4,4,4,4,4,4,4,4,4,6,0,"天理市櫟本町","西名阪高架下"
"29000500108002",0,"5135761277","5135760823",0,2,0.023,4.5,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.5,4,"大和郡山市西町","西名阪高架下（上）"
"29000500108002",0,"5135761277","5135760823",0,1,0.023,3,4.4000001,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,4.4000001,3,4,"大和郡山市西町","西名阪高架下（下）"
"29000500108002",8,"5135760824","5135761277",0.0080000004,2,0.023,4.5,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.5,4,"大和郡山市西町","西名阪ボックスカルバート（上り）"
"29000500193000",183,"5135760669","5135760423",0.183,3,0.02,3,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,3,4,"大和郡山市馬司町","西名阪高架下"
"29000500702001",0,"5235050976","5235050987",0,3,0.02,2.25,3.8,0,0,3.8,3.8,3.8,3.8,3.8,0,0,3.8,2.25,3.5999999,"奈良市三碓町","阪奈道路"
"29000597262000",0,"5035760003","5035640010",0,3,0.041000001,1.63,3.8499999,0,0,0,3.98,4.4499998,3.6199999,0,0,0,3.47,1.63,0,"十津川村大字平谷","梅垣内トンネル"
"29201700020000",690,"5235060271","5235061219",0.69,3,0.0099999998,4,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,4,3.7,"奈良市学園南一丁目","近鉄奈良線跨道橋"
"29201797272000",0,"5235061256","5235060547",0,3,0.42199999,10.5,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,10.5,0,"奈良市右京一丁目５","記谷橋"
"29205797117003",25,"5135660265","5135660263",0.025,3,0.0099999998,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,"橿原市八木町１丁目５５５－３","ＪＲ桁下"
"29449700232000",476,"513516F007","513516F004",0.47600001,3,0.092,2.8,4.4400001,0,0,4.4400001,4.4400001,4.4499998,4.4400001,4.4400001,0,0,4.4099998,2.8,4.0999999,"十津川村宇宮原","宇宮原第１ロックシェッド"
"29450797103000",0,"5035770056","5035770061",0,3,1.348,3.2,4.6599998,4.3299999,4.8499999,5.6500001,5.7399998,6,5.7399998,5.6500001,4.8499999,4.3299999,4.6599998,3.2,0,"下北山村大字上桑原","不動トンネル"
"30000400007008",324,"5135310767","5135310398",0.324,3,0.012,8,4.73,4.73,4.73,4.73,4.73,4.3000002,4.73,4.73,4.73,4.73,4.73,8,0,"和歌山市六十谷","ＪＲ阪和線六十谷陸橋"
"30000400019000",5780,"5135030009","5035740034",5.7800002,3,0.046999998,2.3,3.8800001,0,0,4.0999999,4.3000002,4.6999998,4.3000002,4.0999999,0,0,3.8800001,2.3,0,"有田川町下湯川","牝鹿隧道"
"30000400023000",63,"5035710233","5035700110",0.063000001,3,0.484,3.25,4.25,0,4.52,5.29,5.3699999,5.5700002,5.3699999,5.29,4.52,0,4.25,3.25,0,"由良町門前","衣奈トンネル"
"30000400023000",80,"5035710019","5035710017",0.079999998,3,0.021,2.2,2.2,0,0,4,4,4,4,4,0,0,2.2,2.2,4,"日高町萩原","熊野街道架道橋"
"30000400023000",2825,"5035710017","5035700014",2.825,3,0.14,1.4,2.5,0,0,0,0,3.3,0,0,0,0,2.5,1.4,0,"日高町池田","由良洞隧道"
"30000400025000",20,"5035610069","5035610274",0.02,3,0.012,2.9000001,4.1999998,0,0,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,0,0,4.1999998,2.9000001,0,"日高川町下江川","ＪＲ紀勢線江川橋梁"
"30000400026000",2170,"5035720012","5035720019",2.1700001,1,0.0020000001,1.9,4.4000001,0,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,0,4.4000001,1.9,0,"日高川町高津尾","株井隧道"
"30000400029000",1280,"5035730027","5035740012",1.28,3,0.030999999,2.3,3.7,0,0,4.5999999,4.8000002,4.9000001,4.8000002,4.5999999,0,0,3.7,2.3,0,"日高川町寒川","不動坂隧道"
"30000400034000",33,"5035420223","5035420224",0.033,1,0.030999999,1.65,4,0,0,0,4.0500002,4.5,3.9000001,0,0,0,3.8199999,1.65,0,"白浜町湯崎","湯崎隧道"
"30000400034000",4582,"5035420224","5035330007",4.5819998,3,0.048,3.5,4.1999998,4.1999998,4.6500001,5.4000001,5.5500002,5.8200002,5.5500002,5.4000001,4.6500001,4.1999998,4.1999998,3.5,0,"白浜町才野","鴨居隧道"
"30000400036000",2801,"5035430552","5035440101",2.8010001,3,0.72799999,3,4.3000002,0,4.3000002,5.23,5.3499999,5.6999998,5.3499999,5.23,4.3000002,0,4.3000002,3,0,"上富田町生馬","卆塔婆隧道"
"30000400037000",278,"5035230029","5035330118",0.278,1,0.0049999999,3,4.3000002,4.3000002,4.3000002,4.2600002,4.25,4.1900001,4.1399999,4.1300001,4.0799999,4.0799999,4.0799999,3,4,"白浜町大古","ＪＲ高架橋　１７"
"30000400037000",278,"5035230029","5035330118",0.278,2,0.0049999999,1.75,4.6399999,4.6399999,4.6399999,4.6399999,4.6199999,4.48,4.48,4.48,4.48,4.48,4.48,1.75,4.1999998,"白浜町大古","ＪＲ高架橋　１７"
"30000400037000",3683,"5035330107","5035340005",3.6830001,3,0.119,2.25,4.0999999,0,0,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,0,0,4.0999999,2.25,4.0999999,"白浜町久木","久木橋"
"30000400041000",4283,"5035160006","5035160080",4.283,3,0.050000001,3.25,4.6500001,0,4.8000002,5.5500002,5.6999998,5.9000001,5.6999998,5.5500002,4.9499998,0,4.4000001,3.45,0,"串本町出雲","出雲隧道"
"30000400043001",30,"503526F001","5035260107",0.029999999,3,0.022,1.9,3.5,0,0,3.8,3.9000001,4.5,3.9000001,3.8,0,0,3.5,1.9,3.5,"古座川町中崎","中崎隧道"
"30000400062000",1484,"5135330295","5135320105",1.484,3,0.46000001,2.75,4.4000001,0,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,0,4.4000001,2.75,0,"紀の川市神通","池田トンネル"
"30000500145000",187,"5135211161","5135211149",0.18700001,2,0.035999998,2.75,4.4000001,0,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,0,4.4000001,2.75,0,"和歌山市田中町５丁目","ＪＲ紀勢線和歌山駅南地下道"
"30000500145000",187,"5135211161","5135211149",0.18700001,1,0.035999998,2.75,4.4000001,0,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,0,4.4000001,2.75,0,"和歌山市田中町５丁目","ＪＲ紀勢線和歌山駅南地下道"
"30000500228000",1282,"5035260021","5035260029",1.2819999,3,0.025,1.85,3.5999999,0,0,3.5999999,3.5999999,3.5999999,3.5999999,3.5999999,0,0,3.5999999,1.85,3.4000001,"古座川町字中湊","中湊立体交差"
"30000500243000",40,"5035230056","5035230059",0.039999999,3,0.116,2.5,4.0799999,0,0,4.5500002,4.5500002,4.5500002,4.5500002,4.5500002,0,0,4.0799999,2.5,0,"白浜町日置","日置小橋"
"30201700002000",480,"5135210042","5135210068",0.47999999,3,0.050000001,3.25,4.5,0,4.6999998,5.3000002,5.5,5.6999998,5.5,5.3000002,4.6999998,0,4.5,3.25,4.0999999,"和歌山市和歌浦","和歌浦隧道"
"30201716155000",1440,"5135310578","5135210712",1.4400001,3,0.035,2.25,4.3499999,0,0,4.3499999,4.3499999,4.3499999,4.3499999,4.3499999,0,0,4.3499999,2.25,0,"和歌山市出島","阪南３１"
"30206700001000",4000,"5035540019","5035540036",4,3,0.55299997,1.5,3.8,0,0,0,3.8,4.0999999,3.8,0,0,0,3.8,1.5,3.4000001,"田辺市近露","逢坂隧道"
"30344700371000",520,"5135240027","5135240122",0.51999998,3,0.104,2,3.2,0,0,3.5,3.8,4.5999999,3.8,3.5,0,0,3.2,2,0,"高野町高野山","高野隧道"
"30362700016000",299,"5135010192","5135010233",0.29899999,3,0.44299999,2.75,4.4899998,0,0,4.5,4.5,4.5,4.5,4.5,0,0,4.4899998,2.75,4.0999999,"広川町殿","広川マリントンネル"
"30366700330000",503,"5135010304","5135010442",0.50300002,3,0.124,1.6,3.8,0,0,0,3.8,4.2399998,3.8,0,0,0,3.8,1.6,3.7,"湯浅町田","田坂隧道"
"30366703199000",66,"5135020117","5135020116",0.066,3,0.064000003,3.3499999,3.45,3.45,3.9000001,4.7800002,4.9499998,5.25,4.9499998,4.75,3.9000001,3.45,3.2,3.3499999,3.2,"有田川町二川","網掛隧道"
"30383701236000",0,"503570F001","5035700110",0,3,0.308,2,3.5999999,0,0,3.76,3.96,4.6999998,3.96,3.76,0,0,3.5999999,2,0,"由良町門前","衣奈隧道"
"30404797120000",0,"5035430294","5035430107",0,3,0.025,1.45,2.7,0,0,0,0,4.04,0,0,0,0,2.7,1.45,3.0999999,"上富田町岡","岡隧道"
"31000400026001",281,"5334110169","5334110250",0.28099999,3,0.029999999,3,3.9000001,0,3.9000001,3.9000001,3.9000001,3.9000001,4,4,4.0999999,0,4.0999999,3,0,"鳥取市幸町","幸町橋"
"31000400040000",4605,"5234710041","5234710073",4.605,3,0.338,2,4.3000002,0,0,4.3000002,4.3000002,5,4.3000002,4.3000002,0,0,4.3000002,2,0,"智頭町大字市瀬","板井原トンネル"
"31000400041002",100,"5334210126","5334210259",0.1,3,0.02,2.75,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,2.75,4.0999999,"鳥取市秋里","国道９号ボックス"
"31000500161001",0,"5333160202","533316F022",0,3,0.013,3.25,4.4899998,0,4.4899998,4.4899998,4.4899998,4.5,4.4899998,4.4899998,4.4899998,0,4.4899998,3.25,0,"北栄町江北","ボックス"
"31000500209000",12,"5233730022","5233740093",0.012,3,0.0070000002,3.25,4.48,0,4.6500001,4.6500001,4.6500001,4.6500001,4.6500001,4.6500001,4.6500001,0,4.6799998,3.25,4.1999998,"伯耆町白水","鉄橋"
"31000500209000",13,"5233730022","5233740093",0.013,3,0.001,3.01,4.3000002,0,4.29,4.29,4.29,4.29,4.29,4.29,4.29,0,4.2800002,3.01,4.1999998,"伯耆町白水","制限標識構造物"
"31000500258000",1819,"533420F001","5334200035",1.819,3,0.001,1.62,3.6600001,0,0,0,3.6199999,3.6199999,3.6199999,0,0,0,3.6600001,1.62,3.5,"鳥取市白兎","制限標識構造物"
"31000500258000",1820,"533420F001","5334200035",1.8200001,3,0.003,1.5700001,3.6199999,0,0,0,3.6900001,3.6900001,3.6900001,0,0,0,3.6900001,1.5700001,3.5,"鳥取市白兎","鉄橋"
