Kosaten,New_Kanri_Code,Sarosuu,Next_Kosa1,Next_Kosa2,Next_Kosa3,Next_Kosa4,Next_Kosa5,Next_Kosa6,Next_Kosa7,Next_Kosa8,枝番ＩＤ1,枝番ＩＤ2,枝番ＩＤ3,枝番ＩＤ4,枝番ＩＤ5,枝番ＩＤ6,枝番ＩＤ7,枝番ＩＤ8,Eda11,Eda12,Eda13,Eda14,Eda15,Eda16,Eda17,Eda18,Eda21,Eda22,Eda23,Eda24,Eda25,Eda26,Eda27,Eda28,Eda31,Eda32,Eda33,Eda34,Eda35,Eda36,Eda37,Eda38,Eda41,Eda42,Eda43,Eda44,Eda45,Eda46,Eda47,Eda48,Eda51,Eda52,Eda53,Eda54,Eda55,Eda56,Eda57,Eda58,Eda61,Eda62,Eda63,Eda64,Eda65,Eda66,Eda67,Eda68,Eda71,Eda72,Eda73,Eda74,Eda75,Eda76,Eda77,Eda78,Eda81,Eda82,Eda83,Eda84,Eda85,Eda86,Eda87,Eda88,Todofuken,Kosaten_Name,Chisaki_Name,進禁有無,枝番1路線,枝番2路線,枝番3路線,枝番4路線,枝番5路線,枝番6路線,枝番7路線,枝番8路線
"6544650009","1040810037",3,"6544650014","6544650008","6544650006",,,,,,1,2,3,0,0,0,0,0,"9999","050","010","9999","9999","9999","9999","9999","050","9999","010","9999","9999","9999","9999","9999","040","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字川上",0,"00000200334000","01545706015000","00000200334000",,,,,
"6544650010","201545",2,"6544650118","6544650012",,,,,,,3,5,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町新光町",0,"01545706006001","01545706006001",,,,,,
"6544650012","1040810037",3,"6544650007","6544650010","6544650120",,,,,,7,1,3,0,0,0,0,0,"9999","050","010","9999","9999","9999","9999","9999","050","9999","050","9999","9999","9999","9999","9999","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町新光町",0,"00000200244000","01545706006001","00000200244000",,,,,
"6544650013","201058",2,"6544650220","6544650007",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町港町",0,"01000500769000","01545708297000",,,,,,
"6544650014","1040810037",3,"6544650009","6544650025","6544650088",,,,,,1,2,3,0,0,0,0,0,"9999","010","080","9999","9999","9999","9999","9999","010","9999","080","9999","9999","9999","9999","9999","050","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字川上",0,"00000200334000","00000200334000","01545700612000",,,,,
"6544650015","201058",3,"6544650021","6544650088","6544650006",,,,,,3,1,7,0,0,0,0,0,"9999","080","050","9999","9999","9999","9999","9999","100","9999","050","9999","9999","9999","9999","9999","050","100","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字中斜里",0,"01000501000000","01545706012000","01000501000000",,,,,
"6544650019","201058",4,"6544650220","6544650141","6544650026","6544650133",,,,,1,3,5,7,0,0,0,0,"9999","010","010","010","9999","9999","9999","9999","010","9999","010","010","9999","9999","9999","9999","010","010","9999","010","9999","9999","9999","9999","010","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町港町",0,"01000500769000","01000500802000","01000500769000","01000500802000",,,,
"6544650020","201058",4,"6544650118","6544650133","6544650142","6544650023",,,,,1,2,3,4,0,0,0,0,"9999","090","010","080","9999","9999","9999","9999","080","9999","090","010","9999","9999","9999","9999","010","080","9999","090","9999","9999","9999","9999","090","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町青葉町２９",0,"01545706006000","01000500802000","01545797106000","01000500802000",,,,
"6544650021","201058",3,"6544650030","6544650015","6544650198",,,,,,3,7,1,0,0,0,0,0,"9999","010","080","9999","9999","9999","9999","9999","010","9999","080","9999","9999","9999","9999","9999","090","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字中斜里",0,"01000500827000","01000501000000","01000500827000",,,,,
"6544650023","1040810037",4,"6544650057","6544650120","6544650020","6544650193",,,,,1,2,3,4,0,0,0,0,"9999","010","050","050","9999","9999","9999","9999","010","9999","050","050","9999","9999","9999","9999","050","050","9999","010","9999","9999","9999","9999","050","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町豊倉",0,"00000200244000","00000200244000","01000500802000","00000200334000",,,,
"6544650025","1040810037",3,"6544650014","6544650029","6544650193",,,,,,1,2,3,0,0,0,0,0,"9999","080","050","9999","9999","9999","9999","9999","080","9999","010","9999","9999","9999","9999","9999","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字中斜里",0,"00000200334000","01545706011000","00000200334000",,,,,
"6544650026","201058",3,"6544650019","6544650089","6544650032",,,,,,1,2,3,0,0,0,0,0,"9999","040","010","9999","9999","9999","9999","9999","040","9999","010","9999","9999","9999","9999","9999","010","040","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町本町",0,"01000500769000","01000400092000","01000400092000",,,,,
"6544650028","201058",2,"6544650141","6544650159",,,,,,,6,3,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町港町",0,"01000500802000","01545706002000",,,,,,
"6544650029","201545",3,"6544650198","6544650025","6544650030",,,,,,1,2,3,0,0,0,0,0,"9999","090","080","9999","9999","9999","9999","9999","090","9999","010","9999","9999","9999","9999","9999","100","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字中斜里２３",0,"01545797110000","01545706011000","01545706011001",,,,,
"6544650030","201058",4,"6544650060","6544650021","6544650029","6544650203",,,,,3,7,1,5,0,0,0,0,"9999","010","050","050","9999","9999","9999","9999","010","9999","050","050","9999","9999","9999","9999","080","050","9999","010","9999","9999","9999","9999","050","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字中斜里",0,"01000500827000","01000500827000","01545706011001","01000501000001",,,,
"6544650031","201545",3,"6544650089","6544650032","6544650036",,,,,,1,2,3,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町本町３６",0,"01545707004000","01545700811000","01545797109026",,,,,
"6544650032","201058",3,"6544650037","6544650026","6544650031",,,,,,1,2,3,0,0,0,0,0,"9999","040","100","9999","9999","9999","9999","9999","040","9999","080","9999","9999","9999","9999","9999","100","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町本町",0,"01000400092000","01000400092000","01545700811000",,,,,
"6544650036","201545",3,"6544650166","6544650031","6544650037",,,,,,1,2,3,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町本町３６",0,"01545797109027","01545797109026","01545797109021",,,,,
"6544650037","201058",3,"6544650036","6544650032","6544650161",,,,,,1,2,3,0,0,0,0,0,"9999","050","050","9999","9999","9999","9999","9999","050","9999","010","9999","9999","9999","9999","9999","110","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町本町３０",0,"01545797109021","01000400092000","01000400092000",,,,,
"6544650040","201545",3,"6544650155","6544650168","6544650165",,,,,,1,2,3,0,0,0,0,0,"9999","010","020","9999","9999","9999","9999","9999","010","9999","080","9999","9999","9999","9999","9999","080","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町文光町６４",0,"01545797106013","01545797106022","01545797106021",,,,,
"6544650043","201545",2,"6544650161","6544650047",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町本町３１",0,"01545797109031","01545797109030",,,,,,
"6544650047","201545",2,"6544650043","6544650085",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町本町２５",0,"01545797109030","01545797109041",,,,,,
"6544650053","201058",4,"6544650083","6544650161","6544650055","6544650231",,,,,1,2,3,4,0,0,0,0,"9999","080","010","080","9999","9999","9999","9999","080","9999","090","010","9999","9999","9999","9999","010","080","9999","090","9999","9999","9999","9999","090","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町朝日町２３",0,"01545797106029","01000400092000","01545706002001","01000400092000",,,,
"6544650055","201545",3,"6544650080","6544650082","6544650053",,,,,,1,2,3,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町朝日町１３",0,"01545797109043","01545706005000","01545706002001",,,,,
"6544650057","1040810037",5,"6544650066","6544650023","6544650098","6544650231","6544650095",,,,1,2,3,4,5,0,0,0,"9999","010","050","050","040","9999","9999","9999","010","9999","010","100","070","9999","9999","9999","050","010","9999","010","100","9999","9999","9999","050","100","010","9999","010","9999","9999","9999","010","040","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町東五線",0,"00000200334000","00000200244000","00000200244000","01000400092000","01545797111000",,,
"6544650060","201058",3,"6544650030","6544650062","6544650061",,,,,,7,5,1,0,0,0,0,0,"9999","080","050","9999","9999","9999","9999","9999","080","9999","010","9999","9999","9999","9999","9999","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町三井",0,"01000500827000","01000500945000","01000500827000",,,,,
"6544650061","201058",3,"6544650095","6544650063","6544650060",,,,,,1,2,3,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","080","9999","050","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字豊倉１５０",0,"01545797111001","01000500827000","01000500827000",,,,,
"6544650062","201058",3,"6544650202","6544650060","6544550009",,,,,,1,2,3,0,0,0,0,0,"9999","050","050","9999","9999","9999","9999","9999","050","9999","010","9999","9999","9999","9999","9999","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字三井",0,"01545797112000","01000500945000","01000597129034",,,,,
"6544650063","201058",4,"6544650190","6544650211","654465F002","6544650061",,,,,1,3,5,7,0,0,0,0,"9999","050","010","050","9999","9999","9999","9999","050","9999","050","010","9999","9999","9999","9999","010","050","9999","050","9999","9999","9999","9999","050","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字三井",0,"01545706021000","01000500827000","01545706021000","01000500827000",,,,
"6544650065","201545",3,"6544650215","6544650068","6544650066",,,,,,1,2,3,0,0,0,0,0,"9999","010","080","9999","9999","9999","9999","9999","010","9999","090","9999","9999","9999","9999","9999","090","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字朱円西",0,"01545797109044","01545706019000","01545707033000",,,,,
"6544650066","1040810037",3,"6544650057","6544650065","6544650069",,,,,,1,2,3,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","090","9999","090","9999","9999","9999","9999","9999","010","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町朱円西",0,"00000200334000","01545707033000","00000200334000",,,,,
"6544650068","201545",3,"6544650065","6544660012","6544650069",,,,,,1,2,3,0,0,0,0,0,"9999","010","070","9999","9999","9999","9999","9999","010","9999","090","9999","9999","9999","9999","9999","090","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字朱円西",0,"01545706019000","01545797114000","01545700734000",,,,,
"6544650069","1040810037",4,"6544650066","6544650068","6544650070","6544660010",,,,,1,2,3,4,0,0,0,0,"9999","050","050","010","9999","9999","9999","9999","040","9999","010","040","9999","9999","9999","9999","040","010","9999","040","9999","9999","9999","9999","010","050","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町朱円西",0,"00000200334000","01545700734000","01545700623000","00000200334000",,,,
"6544650070","1040810037",3,"6544650210","6544650069","6544660004",,,,,,1,2,3,0,0,0,0,0,"9999","100","010","9999","9999","9999","9999","9999","100","9999","050","9999","9999","9999","9999","9999","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町越川",0,"00000200244000","01545700623000","00000200244000",,,,,
"6544650079","201545",3,"6544650159","6544650170","6544650084",,,,,,1,2,3,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","050","9999","090","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町本町５４",0,"01545706002000","01545708020000","01545797109035",,,,,
"6544650080","201545",2,"6544650084","6544650055",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町朝日町１３",0,"01545797109036","01545797109043",,,,,,
"6544650082","201545",3,"6544650055","6544650096","6544650189",,,,,,1,2,3,0,0,0,0,0,"9999","010","080","9999","9999","9999","9999","9999","010","9999","090","9999","9999","9999","9999","9999","090","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町朝日町８",0,"01545706005000","01545706019001","01545797106044",,,,,
"6544650083","201545",2,"6544650168","6544650053",,,,,,,1,2,0,0,0,0,0,0,"9999","050","9999","9999","9999","9999","9999","9999","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町光陽町３０",0,"01545797106024","01545797106029",,,,,,
"6544650084","201545",3,"6544650079","6544650215","6544650080",,,,,,1,2,3,0,0,0,0,0,"9999","080","050","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","050","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町本町５１",0,"01545797109035","01545797109037","01545797109036",,,,,
"6544650085","201545",1,"6544650047",,,,,,,,1,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町本町５",0,"01545797109041",,,,,,,
"6544650088","201545",3,"6544650014","6544650198","6544650015",,,,,,1,2,3,0,0,0,0,0,"9999","100","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字中斜里２２",0,"01545700612000","01545797110001","01545706012000",,,,,
"6544650089","201058",2,"6544650026","6544650031",,,,,,,1,2,0,0,0,0,0,0,"9999","040","9999","9999","9999","9999","9999","9999","040","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町港町",0,"01000400092000","01545707004000",,,,,,
"6544650095","201545",4,"6544650193","6544650057","6544650190","6544650061",,,,,1,2,3,4,0,0,0,0,"9999","090","010","080","9999","9999","9999","9999","080","9999","090","010","9999","9999","9999","9999","010","080","9999","090","9999","9999","9999","9999","090","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町字豊倉１２０",0,"01545797111003","01545797111000","01545797111002","01545797111001",,,,
"6544650096","201545",1,"6544650082",,,,,,,,7,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町以久科北",0,"01545706019001",,,,,,,
"6544650098","1040810037",3,"6544650057","6544650191","6544650190",,,,,,8,3,5,0,0,0,0,0,"9999","010","050","9999","9999","9999","9999","9999","010","9999","100","9999","9999","9999","9999","9999","050","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町以久科南",0,"00000200244000","00000200244000","01545706021000",,,,,
"6544650104","201058",2,"6544640051","6544650219",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町西町１９",0,"01000597130012","01000597130013",,,,,,
"6544650118","201545",3,"6544650020","6544650120","6544650010",,,,,,3,5,7,0,0,0,0,0,"9999","100","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町新光町",0,"01545706006000","01545706006000","01545706006001",,,,,
"6544650120","1040810037",3,"6544650023","6544650012","6544650118",,,,,,1,2,3,0,0,0,0,0,"9999","010","080","9999","9999","9999","9999","9999","010","9999","080","9999","9999","9999","9999","9999","080","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町新光町",0,"00000200244000","00000200244000","01545706006000",,,,,
"6544650130","201545",1,"6544650133",,,,,,,,3,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"斜里町文光町",0,"01545707011000",,,,,,,
