交差点番号,管理者名,交差点名,地先名,緯度,経度,整理番号,備考
644154F001,江別市,,江別市工栄町７０番地,43.12328909,141.5253639,,
644154F002,江別市,,江別市工栄町７０番地,43.12216144,141.5282822,,
644154F003,江別市,,江別市工栄町６４番地,43.12353968,141.5190125,,
644154F004,江別市,,江別市工栄町６７番地,43.12115907,141.5239906,,
644154F005,空知総合振興局 札幌建設管理部,工栄町１号道路,江別市工栄町,43.12541903,141.5267372,,
644154F006,江別市,,江別市工栄町５５番地,43.12103378,141.5157509,,
644154F007,江別市,,江別市工栄町４５番地,43.12516846,141.5119743,,
644154F008,江別市,,江別市工栄町５５番地,43.12140967,141.5166092,,
644154F009,江別市,,江別市江別太６６５番地,43.09998016,141.6034698,,
644154F010,北海道開発局 札幌開発建設部,,江別市江別太３６９番２,43.10148423,141.6022682,,
644154F011,江別市,,江別市工栄町６７番地,43.12153496,141.5277672,,
644154F012,江別市,,江別市工栄町１３番地５,43.11927958,141.5171242,,
644154F013,空知総合振興局 札幌建設管理部,,江別市工栄町,43.11840247,141.5159225,,
644154F014,江別市,,江別市美原９５７番地４,43.15548091,141.5787506,,
644154F015,江別市,,江別市上江別３７７－２,43.09183247,141.5646744,,
644154F016,江別市,,江別市上江別３９１－３,43.09133104,141.5651894,,
644154F017,江別市,,江別市ゆめみ野南町１４－８地先,43.09872674,141.5576363,,
644154F018,江別市,,江別市上江別３２７－８地先,43.09835071,141.5579796,,
644154F019,江別市,,江別市八幡４７－２地先,43.1622428,141.5083694,,
644154F020,江別市,,江別市八幡５８－２４地先,43.1622428,141.5069962,,
6441550011,江別市,,江別市豊幌７９７－６地先,43.11877838,141.6281891,,
6441550014,北海道開発局 札幌開発建設部,,南幌町南八線西,43.08919991,141.6309357,,
6441550058,空知総合振興局 札幌建設管理部,,岩見沢市上幌向町４８２,43.16354078,141.7038097,,
6441550061,空知総合振興局 札幌建設管理部,,岩見沢市栗沢町岐阜６７番地,43.10023084,141.7133331,,
6441550077,空知総合振興局 札幌建設管理部,,岩見沢市栗沢町本町,43.12078318,141.740284,,
6441550078,空知総合振興局 札幌建設管理部,,岩見沢市栗沢町本町４１,43.12078318,141.740284,,
6441550079,空知総合振興局 札幌建設管理部,,岩見沢市栗沢町東本町,43.12067639,141.7409464,,
6441550086,北海道開発局 札幌開発建設部,栗丘,岩見沢市字栗丘２１番地,43.08687234,141.7457689,,
6441550099,空知総合振興局 札幌建設管理部,志文町２－３,岩見沢市耕成,43.15725543,141.7460562,,
6441550131,北海道開発局 札幌開発建設部,,南幌町南１４線,43.09759616,141.6229629,,
6441550206,江別市,,江別市３６８－２地先,43.12459758,141.6395222,,
6441550372,空知総合振興局 札幌建設管理部,,岩見沢市栗沢町小西１９７,43.1119023,141.7360516,,
6441550461,201210,,岩見沢市栗沢町越前４１８,43.11250027,141.6765404,,
6441550462,空知総合振興局 札幌建設管理部,,岩見沢市栗沢町越前５０７,43.12109561,141.69353,,
6441550498,北海道開発局 札幌開発建設部,幌向南１－１,岩見沢市幌向１条１丁目３６番地,43.15431552,141.6619725,,
6441550573,北海道開発局 札幌開発建設部,,岩見沢市加茂川８５,43.10402018,141.7438472,,
6441550619,江別市,,江別市豊幌３４５－２地先,43.12215573,141.6249612,,
644155F001,江別市,,江別市豊幌９２－２地先,43.1258135,141.6214697,,
644155F002,江別市,,江別市豊幌３４－１地先,43.1258135,141.6214697,,
644155F003,江別市,,江別市豊幌３５－７地先,43.12414709,141.6230529,,
6441560031,空知総合振興局 札幌建設管理部,,岩見沢市上志文町２１３番地,43.15409074,141.7942645,,
6441560040,空知総合振興局 札幌建設管理部,,岩見沢市上志文町８９５番地,43.1649443,141.8159201,,
6441560100,201210,,岩見沢市志文町３５３,43.16817128,141.7615999,,
6441560136,北海道開発局 札幌開発建設部,,岩見沢市栗沢町砺波３８１,43.14204496,141.7513608,,
6441560138,北海道開発局 札幌開発建設部,,岩見沢市栗沢町由良,43.14651945,141.752273,,
6441560144,北海道開発局 札幌開発建設部,,岩見沢市耕成,43.16675055,141.7596002,,
6441560156,北海道開発局 札幌開発建設部,,岩見沢市ふじ町二条一丁目１,43.16675055,141.7596002,,
6441560160,北海道開発局 札幌開発建設部,,岩見沢市耕成,43.1480401,141.7525645,,
6441560163,北海道開発局 札幌開発建設部,栗沢町耕成,岩見沢市栗沢町耕成,43.15034639,141.7529869,,
6441560166,北海道開発局 札幌開発建設部,,岩見沢市志文町,43.16023935,141.7591667,,
6441560183,空知総合振興局 札幌建設管理部,,岩見沢市志文町,43.16174194,141.773243,,
6441560186,201210,,岩見沢市栗沢町由良,43.14583767,141.7639732,,
6441560187,201210,,岩見沢市栗沢町由良,43.14984544,141.7576218,,
6441560188,201210,,岩見沢市栗沢町由良,43.1475911,141.7571068,,
6441560189,201210,,岩見沢市栗沢町由良,43.14608816,141.7569351,,
6441560190,201210,,岩見沢市栗沢町由良４６６,43.14145387,141.7562485,,
6441560214,北海道開発局 札幌開発建設部,最上,岩見沢市最上２８７番地の１,43.12028199,141.7473221,,
6441560233,201210,,岩見沢市栗沢町由良,43.14884352,141.7644882,,
6441560238,201210,,岩見沢市志文町３５３,43.16775193,141.7603683,,
6441560244,北海道開発局 札幌開発建設部,,岩見沢市最上５１４,43.10937999,141.7468071,,
6441560302,201210,,岩見沢市志文町,43.1646218,141.7789078,,
644156F001,201210,,岩見沢市志文町,43.15973848,141.7692947,,
6441570003,空知総合振興局 札幌建設管理部,,岩見沢市栗沢町美流渡錦町２６番１,43.16149151,141.9160652,,
6441570018,空知総合振興局 札幌建設管理部,,岩見沢市栗沢町美流渡錦町１３１番６,43.15961326,141.9207001,,
6441570021,空知総合振興局 札幌建設管理部,,岩見沢市栗沢町美流渡本町１３３番４,43.16261843,141.9055939,,
6441570022,201210,,岩見沢市美流渡西町,43.16249322,141.9066238,,
6441570023,空知総合振興局 札幌建設管理部,,岩見沢市栗沢町美流渡本町５２番１,43.16374534,141.9117737,,
6441570027,201210,,岩見沢市美流渡錦町,43.16211758,141.9165802,,
6441600050,後志総合振興局 小樽建設管理部,手宮駅前,小樽市錦町１９,43.2092788,140.9976391,,
6441600052,201203,,小樽市末広町２,43.22419187,140.9973335,,
6441600054,後志総合振興局 小樽建設管理部,,小樽市手宮１丁目,43.2092788,140.9976391,,
6441600065,201203,,小樽市色内２丁目４番,43.20179734,140.9985352,,
6441600072,201203,,小樽市色内３丁目９番,43.20780339,140.9985352,,
6441600074,201203,,小樽市手宮２丁目１番,43.20905457,140.9988785,,
6441600091,201203,,小樽市色内三丁目１１,43.20767827,140.9999084,,
6441600095,201203,,小樽市色内３丁目２番,43.20867922,141.0002518,,
6441600103,201203,,小樽市色内一丁目５,43.19816841,141.0007668,,
6441600104,201203,,小樽市港町,43.20229787,141.0009384,,
6441600106,201203,,小樽市色内三丁目１１,43.20755315,141.0009384,,
6441600113,201203,,小樽市稲穂２丁目２番,43.19704214,141.0017967,,
6441600118,後志総合振興局 小樽建設管理部,,小樽市港町,43.20017061,141.00214,,
6441600121,201203,,小樽市堺町３６番３,43.19629129,141.0024834,,
6441600133,201203,,小樽市堺町９６番,43.19816841,141.0038567,,
6441600137,201203,,小樽市堺町３番,43.19554042,141.0040283,,
6441600148,201203,,小樽市堺町５番,43.19478955,141.0055733,,
6441600154,201203,,小樽市真栄一丁目,43.17839316,141.0060883,,
6441600162,201203,,小樽市堺町８番,43.19065957,141.0074615,,
6441600166,201203,,小樽市若松一丁目１,43.18627899,141.0071182,,
6441600168,201203,,小樽市港町,43.19403866,141.0090065,,
6441600174,201203,,小樽市有幌町,43.1914105,141.0093498,,
6441600177,後志総合振興局 小樽建設管理部,,小樽市住吉町,43.18552801,141.0107231,,
6441600185,後志総合振興局 小樽建設管理部,,小樽市祝津２丁目,43.21868784,141.0127831,,
6441600209,201203,,小樽市築港国鉄用地,43.18214845,141.0332108,,
6441600211,201203,,小樽市桜二丁目２４,43.17426208,141.035099,,
6441600213,201203,,小樽市桜二丁目２,43.17538876,141.0354424,,
6441600214,201203,,小樽市桜一丁目５,43.17739171,141.0363007,,
6441600215,201203,,小樽市桜一丁目３,43.17801762,141.0373306,,
6441600291,201203,,小樽市手宮二丁目１,43.20993039,140.9976768,,
6441600324,201203,,小樽市色内一丁目７,43.19779299,140.9997368,,
6441600352,201203,,小樽市色内三丁目１１,43.20767827,141.0011101,,
6441600451,後志総合振興局 小樽建設管理部,,小樽市住吉町１２,43.18702997,141.0081482,,
6441600457,後志総合振興局 小樽建設管理部,,小樽市祝津２丁目,43.21155687,141.0084915,,
6441600466,201203,,小樽市手宮一丁目６,43.21055596,141.0093498,,
6441600482,201203,,小樽市有幌町１番,43.18903254,141.0108948,,
6441600494,201203,,小樽市有幌町,43.18702997,141.0129547,,
6441600497,201203,,小樽市信香町４,43.18515251,141.013298,,
6441600558,201203,,小樽市桜五丁目６,43.17125748,141.0330391,,
6441600559,201203,,小樽市桜二丁目２４,43.17138267,141.0330391,,
6441600560,201203,,小樽市桜二丁目２４,43.17100709,141.0332108,,
6441600562,201203,,小樽市桜二丁目２４,43.17100709,141.0333824,,
6441600563,201203,,小樽市桜二丁目２４,43.17138267,141.0333824,,
6441600571,201203,,小樽市桜二丁目２４,43.17313537,141.0347557,,
6441600577,201203,,小樽市桜二丁目２,43.17626506,141.035614,,
6441600618,201203,,小樽市新光一丁目２３,43.17250941,141.0519218,,
6441600620,後志総合振興局 小樽建設管理部,新光１丁目・新光２丁目,小樽市新光２丁目,43.16950473,141.0526085,,
6441600621,201203,,小樽市新光一丁目２３,43.17225903,141.0526085,,
6441600627,201203,,小樽市新光一丁目２３,43.17338575,141.0534668,,
6441600629,201203,,小樽市新光２丁目,43.16912913,141.0536385,,
6441600635,201203,,小樽市新光一丁目２３,43.17313537,141.0543251,,
6441600640,後志総合振興局 小樽建設管理部,,小樽市朝里２丁目１３,43.1727598,141.0550117,,
6441600787,後志総合振興局 小樽建設管理部,,小樽市信香町,43.18627899,141.0144997,,
6441600791,後志総合振興局 小樽建設管理部,信香町,小樽市信香町,43.18677965,141.0120964,,
6441600796,後志総合振興局 小樽建設管理部,入船７差路,小樽市有幌町９７番地,43.18828158,141.0098648,,
6441600801,後志総合振興局 小樽建設管理部,,小樽市堺町,43.19666671,141.0048866,,
6441600802,後志総合振興局 小樽建設管理部,,小樽市色内１丁目,43.19766785,141.0029984,,
6441600804,後志総合振興局 小樽建設管理部,,小樽市堺町,43.19554042,141.0059166,,
6441600812,後志総合振興局 小樽建設管理部,堺町,小樽市堺町,43.19116019,141.0084915,,
6441600818,後志総合振興局 小樽建設管理部,,小樽市色内２丁目,43.20217274,141.0000801,,
6441600821,後志総合振興局 小樽建設管理部,,小樽市色内２丁目７番,43.20317378,140.9983635,,
6441600823,後志総合振興局 小樽建設管理部,色内２丁目,小樽市稲穂５丁目,43.20292352,140.9973335,,
6441600831,201203,,小樽市勝納町,43.18452668,141.0162163,,
6441600832,201203,,小樽市勝納町,43.18327499,141.014843,,
6441600837,後志総合振興局 小樽建設管理部,,小樽市錦町,43.20792851,140.9975052,,
6441600852,1040810031,入船十字街,小樽市入船１丁目,43.1859035,141.00214,,
6441600858,1040810031,奥沢十字街,小樽市若松１丁目９,43.18252396,141.0069466,,
6441600860,1040810031,,小樽市真栄１丁目,43.18102188,141.0091782,,
6441600866,NEXCO東日本 札幌管理事務所,小樽インター,小樽市潮見台１丁目,43.18164776,141.0198212,,
6441600871,1040810031,,小樽市築港２番２号,43.18027083,141.0299492,,
6441600872,1040810031,東小樽,小樽市桜二丁目１,43.17851834,141.0378456,,
6441600879,1040810031,朝里十字街,小樽市朝里２丁目１３,43.17588951,141.057415,,
6441600882,1040810031,,小樽市新光三丁目,43.17363613,141.0630798,,
6441600932,201203,,小樽市築港,43.18127223,141.0278893,,
6441600936,後志総合振興局 小樽建設管理部,,小樽市色内２丁目,43.19992033,141.0011101,,
6441600942,201203,,小樽市色内二丁目１１,43.19916951,140.9988785,,
6441600943,201203,,小樽市色内１丁目５番,43.19954493,140.9999084,,
6441600951,201203,,小樽市築港,43.18615383,141.0163879,,
6441600953,後志総合振興局 小樽建設管理部,,小樽市勝納町,43.18527768,141.0157013,,
6441600989,201203,,小樽市築港,43.18302465,141.0205078,,
6441600990,201203,,小樽市築港,43.18390083,141.0210228,,
6441601032,201203,,小樽市港町７番,43.19591585,141.0066032,,
6441601037,201203,,小樽市色内三丁目１０,43.2085541,141.0002518,,
6441601121,NEXCO東日本 札幌管理事務所,小樽ＪＣＴ,小樽市新光町,43.17150787,141.0682297,,
6441620008,201235,,石狩市新港中央２丁目,43.19496943,141.2965122,,
6441620013,201235,,石狩市新港中央二丁目７６５,43.19065957,141.3032341,,
6441620014,201235,,石狩市新港中央２丁目,43.19328777,141.3044357,,
6441620017,201235,,石狩市新港中央２丁目,43.19278717,141.3066673,,
6441620022,空知総合振興局 札幌建設管理部,新港中央２・新港南２,石狩市新港中央２丁目,43.19191111,141.3109589,,
6441620026,空知総合振興局 札幌建設管理部,,石狩市新港中央３丁目,43.20154708,141.3149071,,
6441620027,空知総合振興局 札幌建設管理部,,石狩市新港中央３丁目,43.20442506,141.3161087,,
6441620030,201235,,石狩市新港南２丁目,43.19015895,141.3186836,,
6441620034,201235,,石狩市新港南３丁目,43.19992033,141.3226318,,
6441620035,201235,,石狩市新港南２丁目,43.18928285,141.3229752,,
6441620036,201235,,石狩市新港南３丁目,43.20279839,141.3238335,,
6441620039,201235,,石狩市新港南３丁目,43.19904438,141.3267517,,
6441620045,北海道開発局 札幌開発建設部,,石狩市船場町,43.2263183,141.3490677,,
6441620049,空知総合振興局 札幌建設管理部,,石狩市親船町,43.24770353,141.3562775,,
6441620054,空知総合振興局 札幌建設管理部,,石狩市八幡二丁目１５６,43.24720338,141.3633156,,
6441620057,北海道開発局 札幌開発建設部,八幡町,石狩市八幡町,43.24370219,141.3705254,,
6441620072,201235,,石狩市新港西２丁目,43.17035926,141.2758073,,
6441620075,201235,,石狩市新港中央三丁目７６２,43.19992033,141.3116455,,
6441620076,空知総合振興局 札幌建設管理部,,石狩市新港南三丁目７０３,43.19941979,141.3140488,,
6441620083,201235,,石狩市新港西１丁目,43.16975512,141.2884712,,
6441620116,201203,,小樽市銭函,43.17088189,141.2572289,,
6441620117,201203,,小樽市銭函５丁目,43.17038111,141.2580872,,
6441620120,201203,,小樽市銭函５丁目,43.17163306,141.2598038,,
6441620121,201203,,小樽市銭函５丁目,43.1706315,141.2610054,,
6441620122,201203,,小樽市銭函４丁目,43.1740117,141.2613487,,
6441620125,201203,,小樽市銭函,43.17351094,141.262207,,
6441620127,201203,,小樽市銭函,43.17250941,141.2635803,,
6441620129,201203,,小樽市銭函５丁目,43.17526358,141.2646103,,
6441620132,201235,新港西２丁目,石狩市新港西２丁目,43.17038111,141.2663269,,
6441620134,201203,銭函５丁目,小樽市銭函５丁目,43.17689098,141.2668419,,
6441620136,201203,,小樽市銭函五丁目,43.17225903,141.2689018,,
6441620139,201203,,小樽市銭函５丁目,43.17100709,141.2704468,,
6441620141,201203,,小樽市銭函５丁目,43.17376132,141.2709618,,
6441620142,201203,,小樽市銭函５丁目,43.17188345,141.2714767,,
6441620146,201203,,石狩市新港西２丁目,43.17263461,141.2726784,,
6441620149,201203,,小樽市銭函５丁目,43.17576432,141.2737083,,
6441620152,201203,,小樽市銭函５丁目,43.17463764,141.2752533,,
6441620155,201235,,石狩市新港西二丁目７８７,43.17138267,141.2771416,,
6441620159,201235,,石狩市新港西二丁目７７９,43.17238422,141.2785149,,
6441620163,201235,,石狩市新港西二丁目７７９,43.17088189,141.2805748,,
6441620174,201235,,石狩市新港西１丁目,43.17175826,141.2893295,,
6441620185,201235,,石狩市新港西１丁目,43.16975512,141.2920761,,
6441620186,201235,,石狩市新港西１丁目,43.17263461,141.2922478,,
6441620207,201235,,石狩市新港中央二丁目７５７,43.19153565,141.2991142,,
6441620216,201235,,石狩市花畔３３８番地１４９,43.17739171,141.305294,,
6441620217,201235,,石狩市新港中央３丁目,43.19579071,141.305294,,
6441620219,201235,,石狩市新港中央３丁目,43.19967006,141.3070107,,
6441620222,201235,,石狩市新港中央３丁目,43.19916951,141.3092422,,
6441620225,空知総合振興局 札幌建設管理部,,石狩市新港中央３丁目,43.19829355,141.3135338,,
6441620226,201235,,石狩市新港南２丁目,43.18953317,141.3133621,,
6441620227,201235,,石狩市新港南２丁目,43.19116019,141.3140488,,
6441620228,空知総合振興局 札幌建設管理部,,石狩市新港中央３丁目,43.20304865,141.3155937,,
6441620230,201235,,石狩市新港南２丁目,43.18878222,141.316967,,
6441620231,201235,,石狩市新港南２丁目,43.18753062,141.3176537,,
6441620232,201235,,石狩市新港南２丁目,43.19040926,141.3176537,,
6441620233,201235,,石狩市新港南３丁目,43.20104655,141.3178253,,
6441620234,201235,,石狩市新港南３丁目,43.19904438,141.317997,,
6441620235,201235,,石狩市新港南２丁目,43.18890738,141.3181686,,
6441620236,201235,,石狩市新港南３丁目,43.20254813,141.3183403,,
6441620241,201235,,石狩市新港南３丁目,43.20054601,141.3198853,,
6441620242,201235,,石狩市新港南３丁目,43.20204761,141.3204002,,
6441620243,201235,,石狩市新港南３丁目,43.20342404,141.3209152,,
6441620245,201235,,石狩市新港南二丁目１８,43.18540284,141.3214302,,
6441620246,201235,,石狩市新港南３丁目,43.20017061,141.3216019,,
6441620247,201235,,石狩市新港南２丁目,43.18665449,141.3219452,,
6441620250,201235,,石狩市新港南２丁目,43.18803126,141.3224602,,
6441620251,201235,,石狩市新港南３丁目,43.20304865,141.3226318,,
6441620258,201235,,石狩市新港南一丁目２８,43.1946644,141.3303566,,
6441620259,201235,,石狩市新港南一丁目２２,43.19028411,141.3303566,,
6441620260,201235,,石狩市新港南一丁目２８,43.19566557,141.3331032,,
6441620291,201235,,石狩市生振１０２,43.20617681,141.3545609,,
6441620296,201235,,石狩市生振１,43.20680242,141.3614273,,
6441620324,空知総合振興局 札幌建設管理部,,小樽市銭函,43.17013072,141.2618637,,
6441620328,空知総合振興局 札幌建設管理部,,小樽市銭函,43.17188345,141.264267,,
6441620333,空知総合振興局 札幌建設管理部,,小樽市銭函５丁目,43.17376132,141.2668419,,
6441620334,空知総合振興局 札幌建設管理部,花畔,石狩市花畔３条１丁目,43.17476283,141.3171387,,
6441620337,空知総合振興局 札幌建設管理部,,石狩市銭函５丁目,43.17538876,141.2690735,,
6441620341,空知総合振興局 札幌建設管理部,,小樽市新港,43.17726653,141.2716484,,
6441620342,北海道開発局 札幌開発建設部,新港中央１,石狩市新港中央１丁目,43.1781428,141.3022041,,
6441620345,空知総合振興局 札幌建設管理部,,石狩市新港,43.17864352,141.2735367,,
6441620350,北海道開発局 札幌開発建設部,,石狩市新港南２丁目,43.18352533,141.3231468,,
6441620355,北海道開発局 札幌開発建設部,,石狩市新港南２丁目,43.18502734,141.3238335,,
6441620358,北海道開発局 札幌開発建設部,新港南１・新港南２,石狩市新港南２丁目,43.18878222,141.3253784,,
6441620360,北海道開発局 札幌開発建設部,,石狩市新港南二丁目７１５,43.19116019,141.3262367,,
6441620361,北海道開発局 札幌開発建設部,新港南１・新港南３,石狩市新港南一丁目２８,43.19366322,141.3272667,,
6441620364,北海道開発局 札幌開発建設部,,石狩市新港南３丁目,43.196041,141.3282967,,
6441620366,北海道開発局 札幌開発建設部,新港南１・新港南３,石狩市新港南３丁目,43.19854382,141.329155,,
6441620368,北海道開発局 札幌開発建設部,新港東２・新港東１,石狩市新港東２丁目,43.20830387,141.3331032,,
6441620373,北海道開発局 札幌開発建設部,花畔,石狩市大字花畔村６５番地の７,43.21593563,141.3367081,,
6441620374,201203,,小樽市銭函４丁目,43.17225903,141.2553406,,
6441620378,201235,,石狩市新港西２丁目,43.17601469,141.2833214,,
6441620382,201203,,小樽市銭函５丁目,43.17839316,141.2800598,,
6441620396,空知総合振興局 札幌建設管理部,花畔,石狩市花川北６条１丁目,43.17250941,141.3154221,,
6441620415,北海道開発局 札幌開発建設部,,石狩市生振,43.17864352,141.3478661,,
6441620418,空知総合振興局 札幌建設管理部,,石狩市新港,43.18089671,141.2766266,,
6441620426,201235,,石狩市新港中央２丁目,43.18465184,141.3010025,,
6441620430,北海道開発局 札幌開発建設部,新港南２,石狩市新港南２丁目,43.18515251,141.3099289,,
6441620433,201235,,石狩市新港南１丁目,43.1879061,141.3294983,,
6441620434,201235,,石狩市新港南１丁目,43.1872803,141.3325882,,
6441620439,北海道開発局 札幌開発建設部,,石狩市生振,43.1798953,141.3458061,,
6441620444,北海道開発局 札幌開発建設部,,石狩市生振,43.18014566,141.3476944,,
6441620452,201235,,石狩市新港中央２丁目,43.1879061,141.3047791,,
6441620454,201235,,石狩市新港南一丁目２２,43.19278717,141.3313866,,
6441620461,201235,,石狩市新港東２丁目,43.20580144,141.3238335,,
6441620462,空知総合振興局 札幌建設管理部,,石狩市新港東２丁目,43.20905457,141.3294983,,
6441620464,空知総合振興局 札幌建設管理部,,石狩市新港東２丁目,43.20993039,141.3255501,,
6441620466,201235,,石狩市新港東２丁目,43.21230753,141.3264084,,
6441620475,201235,,石狩市生振１,43.20730291,141.3682938,,
6441620476,201203,,小樽市銭函,43.17751689,141.2659836,,
6441620498,201203,,小樽市銭函５丁目,43.17714135,141.275425,,
6441620500,201203,,小樽市銭函５丁目,43.17601469,141.2771416,,
6441620506,201235,,石狩市新港西２丁目,43.17376132,141.2802315,,
6441620509,201235,新港西二丁目７７０,石狩市新港西２丁目,43.17225903,141.2824631,,
6441620524,201235,,石狩市新港中央１丁目,43.18828158,141.2958527,,
6441620530,201235,,石狩市新港中央２丁目,43.184026,141.2970543,,
6441620531,空知総合振興局 札幌建設管理部,新港中央１・新港中央２,石狩市新港中央１丁目,43.18002048,141.2984276,,
6441620536,201235,,石狩市新港中央２丁目,43.18840674,141.3025475,,
6441620540,201235,,石狩市新港南３丁目,43.19416381,141.3248634,,
6441620542,201235,,石狩市新港南３丁目,43.19516498,141.3207436,,
6441620544,201235,,石狩市新港南３丁目,43.19529013,141.3197136,,
6441620545,空知総合振興局 札幌建設管理部,新港中央２・新港中央３・新港南２・新港南３,石狩市新港中央３丁目,43.19679186,141.3130188,,
6441620547,201235,,石狩市新港中央３丁目,43.19766785,141.3085556,,
6441620549,201235,,石狩市新港中央３丁目,43.19816841,141.306324,,
6441620565,空知総合振興局 札幌建設管理部,,石狩市花川北６条１丁目,43.16937953,141.3113022,,
6441620573,空知総合振興局 札幌建設管理部,新港西１・新港西２,石狩市新港西１丁目,43.16988032,141.285553,,
6441620575,空知総合振興局 札幌建設管理部,,石狩市新港東２丁目,43.20717779,141.3171387,,
6441620576,空知総合振興局 札幌建設管理部,,石狩市新港東２丁目,43.20817875,141.3176537,,
6441620577,空知総合振興局 札幌建設管理部,,石狩市新港東２丁目,43.2100555,141.3183403,,
6441620578,201235,,石狩市新港東２丁目,43.20680242,141.3241768,,
6441620579,201235,,石狩市新港東２丁目,43.2085541,141.3250351,,
6441620580,201235,,石狩市新港東２丁目,43.2119322,141.328125,,
6441620581,空知総合振興局 札幌建設管理部,,石狩市新港東２丁目,43.20955504,141.3272667,,
6441620582,201235,,石狩市新港東２丁目,43.21043085,141.3300133,,
6441620583,201235,,石狩市新港東２丁目,43.21080619,141.3277817,,
6441620586,北海道開発局 札幌開発建設部,,石狩市新港南二丁目７３１,43.18540284,141.3157654,,
6441620740,201235,,石狩市新港中央三丁目５９６,43.20542607,141.3113022,,
6441620741,201235,,石狩市新港中央三丁目５２０,43.20492557,141.3137054,,
6441620745,201235,,石狩市新港中央２丁目,43.19704214,141.2994576,,
6441620747,201235,,石狩市新港中央３丁目,43.19929465,141.3027191,,
6441620750,空知総合振興局 札幌建設管理部,,石狩市新港中央２丁目,43.18702997,141.3071823,,
6441620754,空知総合振興局 札幌建設管理部,,石狩市新港中央２丁目,43.18352533,141.3027191,,
6441620761,空知総合振興局 札幌建設管理部,,石狩市新港西１丁目,43.17225903,141.2886429,,
6441620764,空知総合振興局 札幌建設管理部,,石狩市新港中央２丁目,43.19015895,141.3102722,,
6441620804,201235,,石狩市新港東四丁目８００,43.21768705,141.3037491,,
6441620806,201235,,石狩市新港東四丁目８００,43.21681135,141.3047791,,
6441620819,201235,,石狩市新港南二丁目７３１,43.18390083,141.3150787,,
6441620862,201235,,石狩市八幡二丁目１５６,43.24782857,141.3640022,,
644162F001,201235,,石狩市新港南３丁目,43.20192248,141.3279533,,
644162F002,201235,,石狩市新港南２丁目,43.18627899,141.3171387,,
644162F003,201235,,石狩市新港西１丁目,43.17038111,141.2876129,,
6441630032,空知総合振興局 札幌建設管理部,,当別町字ビトエ,43.19166081,141.4266586,,
6441630035,北海道開発局 札幌開発建設部,,当別町字ビトエ,43.17651543,141.4288902,,
6441630073,空知総合振興局 札幌建設管理部,,石狩市生振２６９,43.18314982,141.3859749,,
6441630089,空知総合振興局 札幌建設管理部,,当別町獅子内,43.21518501,141.4232254,,
6441630092,201303,,当別町獅子内,43.2066773,141.4242554,,
6441630103,201303,,当別町高岡,43.23882519,141.4364433,,
6441630139,201303,,当別町獅子内,43.20167221,141.4251137,,
6441630168,空知総合振興局 札幌建設管理部,,石狩市生振３４４,43.20842898,141.380825,,
6441630213,北海道開発局 札幌開発建設部,,石狩市生振,43.17651543,141.3866615,,
6441630215,201235,,石狩市生振４,43.20792851,141.3753319,,
6441630217,201235,,石狩市生振１７３,43.18264913,141.3791084,,
6441630222,北海道開発局 札幌開発建設部,,石狩市生振,43.18202327,141.3743019,,
6441630246,空知総合振興局 札幌建設管理部,,当別町上当別,43.21581053,141.4750671,,
6441640005,201303,,当別町川下８５８,43.2036743,141.5080261,,
6441640009,空知総合振興局 札幌建設管理部,,当別町園生,43.22181519,141.5148926,,
6441640010,空知総合振興局 札幌建設管理部,,当別町弥生,43.2198137,141.5152359,,
6441640012,空知総合振興局 札幌建設管理部,弥生,当別町弥生,43.21756195,141.5157509,,
6441640015,北海道開発局 札幌開発建設部,栄町,当別町栄町５０～１６,43.21205731,141.5179825,,
6441640016,北海道開発局 札幌開発建設部,,当別町栄町４４,43.20968016,141.5188408,,
6441640022,北海道開発局 札幌開発建設部,,当別町字樺戸通３９７,43.21355863,141.5253639,,
6441640024,北海道開発局 札幌開発建設部,樺戸町,当別町樺戸通,43.21556032,141.5301704,,
6441640042,201303,,当別町字東裏１６４０,43.20930481,141.5859604,,
6441640051,空知総合振興局 札幌建設管理部,,新篠津村第三十八線北,43.22056427,141.5984917,,
6441640057,空知総合振興局 札幌建設管理部,,新篠津村字篠津,43.2119322,141.6192627,,
6441640121,北海道開発局 札幌開発建設部,蕨岱,当別町蕨岱３１０６地先,43.184026,141.5234756,,
6441640140,201304,,新篠津村字東裏１６４０,43.21380884,141.5909386,,
6441640392,201303,,当別町栄町４４,43.20930481,141.5172958,,
6441640393,201303,,当別町栄町４４,43.20930481,141.5167809,,
6441640400,201303,,当別町栄町４４,43.20917969,141.5162659,,
6441640401,201303,,当別町栄町４４,43.20905457,141.5155792,,
6441640402,201303,,当別町栄町４４,43.20905457,141.5150642,,
6441650020,空知総合振興局 札幌建設管理部,,新篠津村新篠津市街,43.2248173,141.6523933,,
6441650037,空知総合振興局 札幌建設管理部,,岩見沢市北村美唄達布,43.22656846,141.673336,,
6441650040,空知総合振興局 札幌建設管理部,,岩見沢市北村美唄達布,43.22431696,141.6774559,,
6441650044,空知総合振興局 札幌建設管理部,,岩見沢市北村中央,43.24745345,141.6846657,,
6441650046,空知総合振興局 札幌建設管理部,,岩見沢市上幌向町１００５,43.1987941,141.6872406,,
6441650059,201210,,岩見沢市上幌向町南二条九丁目５８３,43.17188345,141.7044067,,
6441650067,空知総合振興局 札幌建設管理部,,岩見沢市西川町９０２,43.21393395,141.7191696,,
