面積,管理区,小班,森林の種類６コード,森林の種類３コード,複層区分,振興局,枝番,林種,林齢,森林の種類５コード,KEYCODE,森林の種類４コード,RINSYO_ID,林班,森林の種類２コード,樹種,市町村,森林の種類１コード,center_lng,center_lat
5.82,12,0071,None,None,0,04,00,1,52,None,99120000980071,None,12098710,0098,None,23.0,01,11,140.57421,42.58514
12.02,12,0070,None,None,0,04,00,1,52,None,99120000980070,None,12098700,0098,None,2.0,01,11,140.577113,42.58461
5.82,12,0071,None,None,0,04,00,1,52,None,99120000980071,None,12098710,0098,None,23.0,01,11,140.575489,42.587125
12.02,12,0070,None,None,0,04,00,1,52,None,99120000980070,None,12098700,0098,None,2.0,01,11,140.576934,42.587024
4.49,12,0066,None,None,0,04,00,1,54,None,99120000980066,None,12098660,0098,None,2.0,01,11,140.575208,42.582689
11.31,12,0065,None,None,0,04,00,1,55,None,99120000980065,None,12098650,0098,None,23.0,01,11,140.571428,42.580764
6.36,12,0067,None,None,0,04,00,1,53,None,99120000980067,None,12098670,0098,None,23.0,01,11,140.573149,42.579106
5.08,12,0057,None,None,0,04,00,1,28,None,99120000980057,None,12098570,0098,None,23.0,01,11,140.571013,42.578883
5.08,12,0057,None,None,0,04,00,1,28,None,99120000980057,None,12098570,0098,None,23.0,01,11,140.575318,42.580218
2.81,12,0068,None,None,0,04,00,1,53,None,99120000980068,None,12098680,0098,None,2.0,01,11,140.574388,42.580338
5.08,12,0057,None,None,0,04,00,1,28,None,99120000980057,None,12098570,0098,None,23.0,01,11,140.577264,42.581525
8.14,12,0060,None,None,0,04,00,1,59,None,99120000980060,None,12098600,0098,None,2.0,01,11,140.577133,42.579003
47.78,12,0001,None,None,0,04,00,2,133,None,99120000980001,None,12098010,0098,None,98.0,01,11,140.577688,42.580319
8.14,12,0060,None,None,0,04,00,1,59,None,99120000980060,None,12098600,0098,None,2.0,01,11,140.582607,42.580776
8.14,12,0060,None,None,0,04,00,1,59,None,99120000980060,None,12098600,0098,None,2.0,01,11,140.585085,42.58064
2.66,12,0069,None,None,0,04,00,1,56,None,99120000980069,None,12098690,0098,None,2.0,01,11,140.582818,42.577799
39.34,12,0020,None,None,0,04,00,2,133,None,99120000980020,None,12098200,0098,None,98.0,01,11,140.583611,42.573338
8.14,12,0060,None,None,0,04,00,1,59,None,99120000980060,None,12098600,0098,None,2.0,01,11,140.587823,42.575612
1.05,12,0056,None,None,0,04,00,1,67,None,99120000980056,None,12098560,0098,None,2.0,01,11,140.583268,42.576865
4.37,12,0059,None,None,0,04,00,1,65,None,99120000980059,None,12098590,0098,None,2.0,01,11,140.58364,42.575788
8.14,12,0060,None,None,0,04,00,1,59,None,99120000980060,None,12098600,0098,None,2.0,01,11,140.584796,42.57642
0.21,12,0052,None,None,0,04,00,1,87,None,99120000980052,None,12098520,0098,None,2.0,01,11,140.586887,42.578099
1.05,12,0056,None,None,0,04,00,1,67,None,99120000980056,None,12098560,0098,None,2.0,01,11,140.587443,42.577864
0.42,12,0054,None,None,0,04,00,1,82,None,99120000980054,None,12098540,0098,None,23.0,01,11,140.588268,42.577386
0.2,12,0053,None,None,0,04,00,1,83,None,99120000980053,None,12098530,0098,None,25.0,01,11,140.586745,42.576979
1.05,12,0056,None,None,0,04,00,1,67,None,99120000980056,None,12098560,0098,None,2.0,01,11,140.587962,42.576901
1.69,12,0055,None,None,0,04,00,1,33,None,99120000980055,None,12098550,0098,None,23.0,01,11,140.582557,42.571599
1.12,12,0075,None,None,0,04,00,1,38,None,99120000980075,None,12098740,0098,None,23.0,01,1,140.579075,42.573745
2.78,12,0072,None,None,0,04,00,1,38,None,99120000980072,None,12098720,0098,None,23.0,01,11,140.580702,42.576261
2.78,12,0072,None,None,0,04,00,1,38,None,99120000980072,None,12098720,0098,None,23.0,01,11,140.580654,42.577482
103.02,12,0002,None,None,0,04,00,2,133,None,99120000640002,None,12064020,0064,None,98.0,01,12,140.664747,42.694629
7.37,12,0043,None,None,2,04,00,2,133,None,99120000640043,None,12064430,0064,None,98.0,01,12,140.659651,42.688488
7.37,12,0043,None,None,2,04,00,2,133,None,99120000640043,None,12064430,0064,None,98.0,01,12,140.661423,42.689899
7.01,12,0042,None,None,2,03,00,2,133,None,99120001130042,None,12113420,0113,None,98.0,03,11,140.529056,42.605077
8.78,12,0043,None,None,2,03,00,2,133,None,99120001130043,None,12113430,0113,None,98.0,03,11,140.530054,42.605412
28.06,12,0041,None,None,2,03,00,2,101,None,99120000830041,None,12083410,0083,None,98.0,04,12,140.550262,42.696817
7.41,12,0043,None,None,2,03,00,2,133,None,99120000830043,None,12083430,0083,None,98.0,04,12,140.555128,42.700433
12.84,12,0042,None,None,2,03,00,2,133,None,99120000830042,None,12083420,0083,None,98.0,04,12,140.552968,42.697991
1.58,12,0015,None,None,0,03,00,2,101,None,99120000830015,None,12083150,0083,None,98.0,04,12,140.553229,42.695851
4.3,12,0032,None,None,2,03,00,2,133,None,99120000830032,None,12083320,0083,None,98.0,04,12,140.553898,42.69504
0.73,12,0053,None,None,0,03,00,1,49,None,99120000830053,None,12083530,0083,None,23.0,04,12,140.554486,42.696248
12.84,12,0042,None,None,2,03,00,2,133,None,99120000830042,None,12083420,0083,None,98.0,04,12,140.541136,42.693267
2.52,12,0012,None,None,0,03,00,2,133,None,99120000830012,None,12083120,0083,None,98.0,04,12,140.541936,42.693239
9.08,12,0044,None,None,2,03,00,2,101,None,99120000840044,None,12084440,0084,None,98.0,04,11,140.557849,42.692365
0.75,12,0062,None,44.0,0,03,00,1,16,None,99120000070062,None,12007620,0007,12.0,23.0,10,11,140.795166,42.857048
9.08,12,0002,None,44.0,0,03,00,2,133,None,99120000070002,None,12007020,0007,12.0,98.0,10,11,140.798275,42.862054
12.65,12,0052,None,44.0,2,03,00,1,59,None,99120000070052,None,12007520,0007,12.0,23.0,10,11,140.794735,42.860553
24.47,12,0001,None,44.0,0,03,00,2,133,None,99120000070001,None,12007010,0007,12.0,98.0,10,11,140.794554,42.858549
9.08,12,0002,None,44.0,0,03,00,2,133,None,99120000070002,None,12007020,0007,12.0,98.0,10,11,140.794439,42.859045
